"species_2_Node.ID","species_1_Node.ID","species_2_id","species_1_id","Sp1.Species.Stage.ID","species_1_stage.ID","species_1_stage","species_1.accepted.name","species_2_id","Sp2.Species.Stage.ID","species_2_stage.ID","species_2_stage","species_2.accepted.name","interaction_sign","interaction_strength","Interaction_code","interaction_type","Justification","data.source","initials","Notes","latitude","longitude","Reference","ecosystem","tidal_zone","depth_meters","site_name","state","in_lab","experiment_or_observation","month","year_of_study","length_in_months_of_study","paper_id","last_name_first_author","year_published","DOI","in_maine","Timestamp","wave_exposure"
"1",14,1,14,14.1,1,"adult","Nucella lapillus",1,1.1,1,"adult","Mytilus edulis","-1","No; Yes","1","predation","3","Paper.Database","LVK; ANW; SLF; DT; EEP; SKM; BCE; DHC","; Nucella caused more mussel deaths than crabs (crab species not identified); dissertation ; Study sites were located at 
- Halibut Park, Cape Ann, Massachusetts (42°41’N, 70°38’W)
- Hilton Park (43°07’N, 70°50’W)
- Jaffrey Point (43°03’N, 70°43’W)
- Little Harbor (43°03’N, 70°43’W)
- New Hampshire; Boothbay Harbor (43°51’N, 69°38’W)
- Two populations from Pembroke (44°52’N, 67°13’W)
- Reversing Falls (44°52’N, 67°13’W)
- Rockland (44°06’N, 69°06’W )
- Schoodic Point (44°20’N, 68°05’W )
- Spruce Head (44°00’N, 69°07’W)
- West Quoody Head (44°49’N, 69°59’W )
- Winter Harbor (44°20’N, 68°05’W), Maine

WANT TO COME BACK TO PAPER FOR SITE LOCATION; Dog whelk eats blue mussel in southern and central GOM; Dog whelk predation on blue mussel ","NA; 44.466667; 42.563056; 44.819444; 44.166667; 44.167","NA; 63.933333; 70.769722; 66.96; 68.416667; 68.433","2.Auker.2014.10.1656/045.021.0314; 3.Petraitis.1998.10.1016/S0022-0981(98)00078-1; 6.Morello.2017.10.1016/j.jembe.2017.06.005; 89.Menge.1976.10.2307/1942563; 90.Menge.1978.10.1007/BF00346238; 125.Bertness.2004.10.1890/02-0636; 297.Large, Scott.2012.10.3354/ab00452; 303.Matassa, Catherine.2014.10.1098/rspb.2014.1952; 48.Hunt.1998.10.1016/S0022-0981(97)00239-6; 126.Matassa.2015.10.1007/s00442-014-3156-7; 138.Torossian .2020.10.1016/j.seares.2020.101891; 178.Fisher.2008.10.1016/j.jembe.2008.04.002; 137.Fisher.2008.10.1016/j.jembe.2008.04.002; 142.Freeman.2007.10.3354/meps334145; 165.Petraitis.1990.10.1007%2FBF00317568; 149.Dernbach.2015.10.3354/meps11491; 298.Freeman, Aaren.2014.doi.org/10.1016/j.jembe.2013.11.010; 160.Cascon.1997.; 292.Cascon, Helena.2001.10.32360/acmar.v34i1-2.11719 ; 256.Petraitis.2020.10.1007/s00227-011-1860-y; 304.MORELLO.2018.10.1002/ecy.2226; 321.Saxena.2020.; 328.Witman.2003.10.1890/01-4073; 377.Garner.2013.10.1016/j.jembe.2013.07.004; 394.Petritis.1999.10.2307/3546718; 308.McClure.2017.; 170.Bryson.2014.","; rocky intertidal; estuary","; low; mid","-1; NA; 1","Hampton River Marina; The Ledges; Mackerel Cove; Mill Pond; Cape Ann; Grindstone Neck; Little Brewster Cove, Canoe Beach Cove, Chamberlain, and Grindstone Neck. ; Chamberlain; Darling Marine Center;  Northeastern University’s Marine Science Center in Nahant,; Cranberry Cove; Manchester; Lubec; Northeastern University's Marine Science Center ; Swans Island, Maine, USA.; University of New Hampshire’s Coastal Marine Laboratory (Newcastle); Mackerel Cove, Swans Island; Shoals Marine Laboratory AND Adelphi University; t Halibut Park, Cape Ann, Massachusetts Hilton Park, Jaffrey Point, Little Harbor, New Hampshire; Boothbay Harbor; ; Swans Island, Maine; Bar Harbor, Pemaquid, Cape Ann ME; Garvies Point, Glen Cove, Long Island, NY, Manomet, Massachusetts, Nahant, Massachusetts, Manomet, New Hampshire, Odiorne Point, New Hampshire; Cape Elizabeth ME, and Cape Ann MA; UNH Coastal Marine Laboratory Pier, New Castle, NH ; Swan’s Island (Mackerel Cove, Seal Cove, Burnt Coat Harbor and Toothacher Cove) ME ","NH; ME; MA; Nova Scotia; ME and NY; See notes; ","No; Yes","experimental; observational","2; 6; 7; 8; NA; 5","2012; 1991; 2011; 1972; 1974; 2001; NA; 2010; 1995; 2017; 2004; 2006; 2002; 1985; 2009","1; 3; 28; 48; 19; 2; 5; NA; 24; 12; 30","2; 3; 6; 89; 90; 125; 297; 303; 48; 126; 138; 178; 137; 142; 165; 149; 298; 160; 292; 256; 304; 321; 328; 377; 394; 308; 170","Auker; Petraitis; Morello; Menge; Bertness; Large, Scott; Matassa, Catherine; Hunt; Matassa; Torossian ; Fisher; Freeman; Dernbach; Freeman, Aaren; Cascon; Cascon, Helena; MORELLO; Saxena; Witman; Garner; Petritis; McClure; Bryson","2014; 1998; 2017; 1976; 1978; 2004; 2012; 2015; 2020; 2008; 2007; 1990; 1997; 2001; 2018; 2003; 2013; 1999","10.1656/045.021.0314; 10.1016/S0022-0981(98)00078-1; 10.1016/j.jembe.2017.06.005; 10.2307/1942563; 10.1007/BF00346238; 10.1890/02-0636; 10.3354/ab00452; 10.1098/rspb.2014.1952; 10.1016/S0022-0981(97)00239-6; 10.1007/s00442-014-3156-7; 10.1016/j.seares.2020.101891; 10.1016/j.jembe.2008.04.002; 10.3354/meps334145; 10.1007%2FBF00317568; 10.3354/meps11491; doi.org/10.1016/j.jembe.2013.11.010; ; 10.32360/acmar.v34i1-2.11719 ; 10.1007/s00227-011-1860-y; 10.1002/ecy.2226; 10.1890/01-4073; 10.1016/j.jembe.2013.07.004; 10.2307/3546718","No; Yes","6/2/2021 10:12:55; 6/2/2021 11:28:50; 6/2/2021 11:31:12; 6/2/2021 11:33:29; 6/2/2021 11:35:26; 6/2/2021 11:42:43; 6/2/2021 11:44:44; 6/4/2021 11:39:36; 6/29/2021 10:19:36; 6/29/2021 11:27:57; 7/1/2021 14:19:47; 7/7/2021 10:50:30; 7/8/2021 7:09:54; 7/9/2021 18:52:26; 7/10/2021 11:49:21; 7/10/2021 11:49:29; 7/11/2021 8:56:33; 7/14/2021 12:17:32; 7/19/2021 9:39:27; 7/19/2021 10:01:49; 7/20/2021 10:06:09; 7/20/2021 11:09:01; 7/20/2021 15:30:40; 7/21/2021 9:52:39; 7/21/2021 12:06:25; 7/24/2021 12:06:42; 7/28/2021 9:49:53; 7/28/2021 10:44:01; 7/28/2021 12:15:04; 8/2/2021 10:13:53; 8/4/2021 11:16:32; 12/6/2021 22:09:07; 12/10/2021 12:47:41","; not mentioned"
"11",14,11,14,14.1,1,"adult","Nucella lapillus",11,11.1,1,"adult","Lacuna vincta","-1","No; Yes","1","predation","10","inferred by D Morton","DNM","dissertation ; Study sites were located at 
- Halibut Park, Cape Ann, Massachusetts (42°41’N, 70°38’W)
- Hilton Park (43°07’N, 70°50’W)
- Jaffrey Point (43°03’N, 70°43’W)
- Little Harbor (43°03’N, 70°43’W)
- New Hampshire; Boothbay Harbor (43°51’N, 69°38’W)
- Two populations from Pembroke (44°52’N, 67°13’W)
- Reversing Falls (44°52’N, 67°13’W)
- Rockland (44°06’N, 69°06’W )
- Schoodic Point (44°20’N, 68°05’W )
- Spruce Head (44°00’N, 69°07’W)
- West Quoody Head (44°49’N, 69°59’W )
- Winter Harbor (44°20’N, 68°05’W), Maine

WANT TO COME BACK TO PAPER FOR SITE LOCATION
; Pulled recorded interactions from Table 1 -- so not from this study","NA","NA","160.Cascon.1997.; 292.Cascon, Helena.2001.10.32360/acmar.v34i1-2.11719 ; 928.Hughes.1984.10.1016/0022-0981(84)90050-9","rocky intertidal; ","","NA","Halibut Park, Cape Ann, Massachusetts Hilton Park, Jaffrey Point, Little Harbor, New Hampshire; Boothbay Harbor; ","ME; ","No; ","experimental; ","NA","NA","1; NA","160; 292; 928","Cascon; Cascon, Helena; Hughes","1997; 2001; 1984","; 10.32360/acmar.v34i1-2.11719 ; 10.1016/0022-0981(84)90050-9","Yes","7/21/2021 9:50:54; 7/21/2021 12:06:43; 6/28/2022 14:13:22",""
"13",14,13,14,14.1,1,"adult","Nucella lapillus",13,13.1,1,"adult","Testudinalia testudinalis","-1","No","1","predation; NA","3","Globi; Paper.Database","DNM; AAK","NA; Pulled recorded interactions from Table 1 -- so not from this study","44.37215231; NA; 44.23998055","-68.09012125; NA; -68.30078904","@article{Menge_1976,	doi = {10.1086/283073}, url = {https://doi.org/10.1086%2F283073}, year = 1976, month = {may}, publisher = {University of Chicago Press}, volume = {110}, number = {973}, pages = {351--369}, author = {Bruce A. Menge and John P. Sutherland}, title = {Species Diversity Gradients: Synthesis of the Roles of Predation, Competition, and Temporal Heterogeneity}, journal = {The American Naturalist}}; https://mangal.io - the ecological interaction database.; B.A. Menge and J.P. Sutherland. Species Diversity Gradients: Synthesis of the Roles of Predation, Competition, and Temporal Heterogeneity. The American Naturalist, 110(973), pp. 351-369.; Global Web Database (http://globalwebdb.com): an online collection of food webs. Accessed via https://www.globalwebdb.com/Service/DownloadArchive on 2017-10-12.; associations_all_revised.txt; A. Thessen. 2014. Species associations extracted from EOL text data objects via text mining.; James M. Bryant. 1976. Nucella lapillus associated species with names lookup Fucus. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/42123306> on 25 Jun 2022.; http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.; 928.Hughes.1984.10.1016/0022-0981(84)90050-9","NA; ","NA; ","NA","NA; ","NA; ME","NA; ","NA; ","NA","NA","NA","NA; 928","NA; Hughes","NA; 1984","NA; 10.1016/0022-0981(84)90050-9","NA; Yes","6/29/22 14:00; 6/28/2022 14:13:22","NA; "
"2",14,2,14,14.1,1,"adult","Nucella lapillus",2,2.1,1,"adult","Semibalanus balanoides","-1","No; Yes","1","predation","3","Paper.Database","ANW; SLF; EEP; SKM; BCE; JRR; DHC; AAK","Doesn't mention rocky intertidal zone in methods - only in introduction. Depth is range -0.2m to +0.2m. Doesn't specify intertidal zone - only mentions that depth is ""below the mid zone belt of fucoids"" ; ; Study sites:
Glasgow Head (45.3203, −60.9592)
Deming Island (45.2121, −61.1738)
Tor Bay Provincial Park (45.1823, −61.3553)
Barachois Head (45.0890, −61.6933)
Sober Island (44.8223, −62.4573)
Duck Reef (44.4913, −63.5270)
Western Head (43.9896, −64.6607)
West Point (43.6533, −65.1309) 	
Baccaro Point (43.4496, −65.4697); The sites were visited in June in 2005 and 2006 and July in 2005 and 2006... does this mean that the study was 2 months long since the sites were both visited during 2 months?; Dog whelk feeds on barnacles in the southern and central GOM; Dog whelk predation of barnacles","NA; 45.2125; 45.320278; 44.166667","NA; 61.173889; 60.959722; 68.416667","5.Petraitis.1991.10.1016/0022-0981(91)90037-W; 6.Morello.2017.10.1016/j.jembe.2017.06.005; 8.Ellrich.2016.10.1371/journal.pone.0154572; 9.Trussell.2017.10.1098/rspb.2016.2590; 10.Ellrich.2016.10.1007/s00227-015-2778-6; 11.Beermann.2013.10.1016/j.jembe.2013.07.001; 89.Menge.1976.10.2307/1942563; 178.Fisher.2008.10.1016/j.jembe.2008.04.002; 137.Fisher.2008.10.1016/j.jembe.2008.04.002; 165.Petraitis.1990.10.1007%2FBF00317568; 149.Dernbach.2015.10.3354/meps11491; 256.Petraitis.2020.10.1007/s00227-011-1860-y; 304.MORELLO.2018.10.1002/ecy.2226; 321.Saxena.2020.; 356.Bryson.2014.10.1890/13-1106.1; 502.Scroscati.2018.10.1002/ecs2.2229; 135.Fisher.2007.; 308.McClure.2017.; 170.Bryson.2014.; 354.Griffen.2007.","rocky intertidal; ; estuary","low; mid; ; high","-0.2; 1; NA; -0.3","Swan's Island; Cape Ann; Deming Island; University of Maine’s Darling Marine Center ; Glasgow Head; Chedabucto Bay; Grindstone Neck; Swans Island, Maine, USA; Darling Marine Center; Mackerel Cove, Swans Island; Swans Island, Maine; Bar Harbor, Pemaquid, Cape Ann ME; Garvies Point, Glen Cove, Long Island, NY, Manomet, Massachusetts, Nahant, Massachusetts, Manomet, New Hampshire, Odiorne Point, New Hampshire; -	Cape Cod, Massachusetts to Penobscot Bay, Maine, Penobscot Bay to Great Wass Island, Maine, and Great Wass Island to Cobscook Bay, Maine ; Atlantic Coast of Nova Scotia; ; Odiorne Point","ME; MA; Nova Scotia; ; NH","No; Yes","observational; experimental","5; 7; 6; 4; NA","1987; 2011; 2012; 1976; 2004; 2006; 1985; NA; 2014; 2005","3; 28; 4; 2; 7; 48; 1; NA; 12; 30","5; 6; 8; 9; 10; 11; 89; 178; 137; 165; 149; 256; 304; 321; 356; 502; 135; 308; 170; 354","Petraitis; Morello; Ellrich; Trussell; Beermann; Menge; Fisher; Dernbach; MORELLO; Saxena; Bryson; Scroscati; McClure; Griffen","1991; 2017; 2016; 2013; 1976; 2008; 1990; 2015; 2020; 2018; 2014; 2007","10.1016/0022-0981(91)90037-W; 10.1016/j.jembe.2017.06.005; 10.1371/journal.pone.0154572; 10.1098/rspb.2016.2590; 10.1007/s00227-015-2778-6; 10.1016/j.jembe.2013.07.001; 10.2307/1942563; 10.1016/j.jembe.2008.04.002; 10.1007%2FBF00317568; 10.3354/meps11491; 10.1007/s00227-011-1860-y; 10.1002/ecy.2226; ; 10.1890/13-1106.1; 10.1002/ecs2.2229","Yes; No","6/4/2021 11:08:13; 6/4/2021 11:41:45; 6/4/2021 12:47:41; 6/4/2021 13:08:57; 6/8/2021 10:59:19; 6/8/2021 11:12:35; 6/29/2021 10:22:09; 7/14/2021 12:19:08; 7/19/2021 9:39:23; 7/20/2021 10:06:03; 7/20/2021 11:05:47; 7/24/2021 12:06:36; 7/28/2021 9:48:41; 7/28/2021 10:46:16; 8/2/2021 13:15:28; 9/18/2021 11:00:22; 12/1/2021 20:48:26; 12/1/2021 20:53:12; 12/6/2021 22:03:17; 12/10/2021 12:49:59; 12/2/2021 15:12:22","; Both wave exposed and sheltered; wave exposed"
"3",14,3,14,14.1,1,"adult","Nucella lapillus",3,3.1,1,"adult","Modiolus modiolus","-1","No; Yes","1","predation","10","Paper.Database","LVK; ANW; SLF; DT; EEP; SKM; BCE; DHC","; Nucella caused more mussel deaths than crabs (crab species not identified); dissertation ; Study sites were located at 
- Halibut Park, Cape Ann, Massachusetts (42°41’N, 70°38’W)
- Hilton Park (43°07’N, 70°50’W)
- Jaffrey Point (43°03’N, 70°43’W)
- Little Harbor (43°03’N, 70°43’W)
- New Hampshire; Boothbay Harbor (43°51’N, 69°38’W)
- Two populations from Pembroke (44°52’N, 67°13’W)
- Reversing Falls (44°52’N, 67°13’W)
- Rockland (44°06’N, 69°06’W )
- Schoodic Point (44°20’N, 68°05’W )
- Spruce Head (44°00’N, 69°07’W)
- West Quoody Head (44°49’N, 69°59’W )
- Winter Harbor (44°20’N, 68°05’W), Maine

WANT TO COME BACK TO PAPER FOR SITE LOCATION; Dog whelk eats blue mussel in southern and central GOM; Dog whelk predation on blue mussel ","NA; 44.466667; 42.563056; 44.819444; 44.166667; 44.167","NA; 63.933333; 70.769722; 66.96; 68.416667; 68.433","2.Auker.2014.10.1656/045.021.0314; 3.Petraitis.1998.10.1016/S0022-0981(98)00078-1; 6.Morello.2017.10.1016/j.jembe.2017.06.005; 89.Menge.1976.10.2307/1942563; 90.Menge.1978.10.1007/BF00346238; 125.Bertness.2004.10.1890/02-0636; 297.Large, Scott.2012.10.3354/ab00452; 303.Matassa, Catherine.2014.10.1098/rspb.2014.1952; 48.Hunt.1998.10.1016/S0022-0981(97)00239-6; 126.Matassa.2015.10.1007/s00442-014-3156-7; 138.Torossian .2020.10.1016/j.seares.2020.101891; 178.Fisher.2008.10.1016/j.jembe.2008.04.002; 137.Fisher.2008.10.1016/j.jembe.2008.04.002; 142.Freeman.2007.10.3354/meps334145; 165.Petraitis.1990.10.1007%2FBF00317568; 149.Dernbach.2015.10.3354/meps11491; 298.Freeman, Aaren.2014.doi.org/10.1016/j.jembe.2013.11.010; 160.Cascon.1997.; 292.Cascon, Helena.2001.10.32360/acmar.v34i1-2.11719 ; 256.Petraitis.2020.10.1007/s00227-011-1860-y; 304.MORELLO.2018.10.1002/ecy.2226; 321.Saxena.2020.; 328.Witman.2003.10.1890/01-4073; 377.Garner.2013.10.1016/j.jembe.2013.07.004; 394.Petritis.1999.10.2307/3546718; 308.McClure.2017.; 170.Bryson.2014.","; rocky intertidal; estuary","; low; mid","-1; NA; 1","Hampton River Marina; The Ledges; Mackerel Cove; Mill Pond; Cape Ann; Grindstone Neck; Little Brewster Cove, Canoe Beach Cove, Chamberlain, and Grindstone Neck. ; Chamberlain; Darling Marine Center;  Northeastern University’s Marine Science Center in Nahant,; Cranberry Cove; Manchester; Lubec; Northeastern University's Marine Science Center ; Swans Island, Maine, USA.; University of New Hampshire’s Coastal Marine Laboratory (Newcastle); Mackerel Cove, Swans Island; Shoals Marine Laboratory AND Adelphi University; t Halibut Park, Cape Ann, Massachusetts Hilton Park, Jaffrey Point, Little Harbor, New Hampshire; Boothbay Harbor; ; Swans Island, Maine; Bar Harbor, Pemaquid, Cape Ann ME; Garvies Point, Glen Cove, Long Island, NY, Manomet, Massachusetts, Nahant, Massachusetts, Manomet, New Hampshire, Odiorne Point, New Hampshire; Cape Elizabeth ME, and Cape Ann MA; UNH Coastal Marine Laboratory Pier, New Castle, NH ; Swan’s Island (Mackerel Cove, Seal Cove, Burnt Coat Harbor and Toothacher Cove) ME ","NH; ME; MA; Nova Scotia; ME and NY; See notes; ","No; Yes","experimental; observational","2; 6; 7; 8; NA; 5","2012; 1991; 2011; 1972; 1974; 2001; NA; 2010; 1995; 2017; 2004; 2006; 2002; 1985; 2009","1; 3; 28; 48; 19; 2; 5; NA; 24; 12; 30","2; 3; 6; 89; 90; 125; 297; 303; 48; 126; 138; 178; 137; 142; 165; 149; 298; 160; 292; 256; 304; 321; 328; 377; 394; 308; 170","Auker; Petraitis; Morello; Menge; Bertness; Large, Scott; Matassa, Catherine; Hunt; Matassa; Torossian ; Fisher; Freeman; Dernbach; Freeman, Aaren; Cascon; Cascon, Helena; MORELLO; Saxena; Witman; Garner; Petritis; McClure; Bryson","2014; 1998; 2017; 1976; 1978; 2004; 2012; 2015; 2020; 2008; 2007; 1990; 1997; 2001; 2018; 2003; 2013; 1999","10.1656/045.021.0314; 10.1016/S0022-0981(98)00078-1; 10.1016/j.jembe.2017.06.005; 10.2307/1942563; 10.1007/BF00346238; 10.1890/02-0636; 10.3354/ab00452; 10.1098/rspb.2014.1952; 10.1016/S0022-0981(97)00239-6; 10.1007/s00442-014-3156-7; 10.1016/j.seares.2020.101891; 10.1016/j.jembe.2008.04.002; 10.3354/meps334145; 10.1007%2FBF00317568; 10.3354/meps11491; doi.org/10.1016/j.jembe.2013.11.010; ; 10.32360/acmar.v34i1-2.11719 ; 10.1007/s00227-011-1860-y; 10.1002/ecy.2226; 10.1890/01-4073; 10.1016/j.jembe.2013.07.004; 10.2307/3546718","No; Yes","6/2/2021 10:12:55; 6/2/2021 11:28:50; 6/2/2021 11:31:12; 6/2/2021 11:33:29; 6/2/2021 11:35:26; 6/2/2021 11:42:43; 6/2/2021 11:44:44; 6/4/2021 11:39:36; 6/29/2021 10:19:36; 6/29/2021 11:27:57; 7/1/2021 14:19:47; 7/7/2021 10:50:30; 7/8/2021 7:09:54; 7/9/2021 18:52:26; 7/10/2021 11:49:21; 7/10/2021 11:49:29; 7/11/2021 8:56:33; 7/14/2021 12:17:32; 7/19/2021 9:39:27; 7/19/2021 10:01:49; 7/20/2021 10:06:09; 7/20/2021 11:09:01; 7/20/2021 15:30:40; 7/21/2021 9:52:39; 7/21/2021 12:06:25; 7/24/2021 12:06:42; 7/28/2021 9:49:53; 7/28/2021 10:44:01; 7/28/2021 12:15:04; 8/2/2021 10:13:53; 8/4/2021 11:16:32; 12/6/2021 22:09:07; 12/10/2021 12:47:41","; not mentioned"
"7",14,7,14,14.1,1,"adult","Nucella lapillus",7,7.1,1,"adult","Littorina saxatilis","-1","No","1","predation","3","Paper.Database","AAK","Pulled recorded interactions from Table 1 -- so not from this study","NA","NA","928.Hughes.1984.10.1016/0022-0981(84)90050-9","","","NA","","ME","","","NA","NA","NA","928","Hughes","1984","10.1016/0022-0981(84)90050-9","Yes","6/28/22 14:13",""
"8",14,8,14,14.1,1,"adult","Nucella lapillus",8,8.1,1,"adult","Littorina littorea","-1","Yes; No","1","predation","3","Paper.Database","DT; EEP; ANW","; experiment conducted at varying tidal depths of 0.5, 0.0, -2, and -4 m; didn't specify intertidal/subtidal/estuarine. Couldn't find exact month for specific experiment that found L. littorea being consumed by N. lapillus","NA; 42.983333; 44.166667","NA; 70.616667; 68.416667","297.Large, Scott.2012.10.3354/ab00452; 103.Perez.2009.10.1016/j.jembe.2008.09.019; 22.Hawkins.1989.10.1007/BF00438359; 165.Petraitis.1990.10.1007%2FBF00317568","rocky intertidal; ","; low","NA","Darling Marine Center; Shoals Marine Laboratory, Appledore Island, Isles of Shoals; Kallow Point; Mackerel Cove, Swans Island","ME; NH; Isle of Man","Yes; No","experimental","NA; 8; 5","NA; 2001; 1978; 1987","2; 1; NA; 3","297; 103; 22; 165","Large, Scott; Perez; Hawkins; Petraitis","2012; 2009; 1989; 1990","10.3354/ab00452; 10.1016/j.jembe.2008.09.019; 10.1007/BF00438359; 10.1007%2FBF00317568","Yes; No","7/7/2021 10:50:36; 7/9/2021 7:56:35; 7/9/2021 18:22:44; 7/20/2021 10:05:59",""
"9",14,9,14,14.1,1,"adult","Nucella lapillus",9,9.1,1,"adult","Littorina obtusata","-1","No; Yes","1","predation","3","Paper.Database","SLF; DT; AAK","dissertation ; Study sites were located at 
- Halibut Park, Cape Ann, Massachusetts (42°41’N, 70°38’W)
- Hilton Park (43°07’N, 70°50’W)
- Jaffrey Point (43°03’N, 70°43’W)
- Little Harbor (43°03’N, 70°43’W)
- New Hampshire; Boothbay Harbor (43°51’N, 69°38’W)
- Two populations from Pembroke (44°52’N, 67°13’W)
- Reversing Falls (44°52’N, 67°13’W)
- Rockland (44°06’N, 69°06’W )
- Schoodic Point (44°20’N, 68°05’W )
- Spruce Head (44°00’N, 69°07’W)
- West Quoody Head (44°49’N, 69°59’W )
- Winter Harbor (44°20’N, 68°05’W), Maine

WANT TO COME BACK TO PAPER FOR SITE LOCATION
; Pulled recorded interactions from Table 1 -- so not from this study","NA","NA","160.Cascon.1997.; 292.Cascon, Helena.2001.10.32360/acmar.v34i1-2.11719 ; 928.Hughes.1984.10.1016/0022-0981(84)90050-9","rocky intertidal; ","","NA","Halibut Park, Cape Ann, Massachusetts Hilton Park, Jaffrey Point, Little Harbor, New Hampshire; Boothbay Harbor; ","ME; ","No; ","experimental; ","NA","NA","1; NA","160; 292; 928","Cascon; Cascon, Helena; Hughes","1997; 2001; 1984","; 10.32360/acmar.v34i1-2.11719 ; 10.1016/0022-0981(84)90050-9","Yes","7/21/2021 9:50:54; 7/21/2021 12:06:43; 6/28/2022 14:13:22",""
"12",154,12,154,154.1,1,"adult","Myoxocephalus octodecemspinosus",12,12.1,1,"adult","Idotea balthica","-1","No","1","predation","6","Paper.Database","AAK","feeds on cancer crabs","NA","NA","792.Smith.2010.","","","NA","","","","","NA","NA","NA","792","Smith","2010","","Yes","11/8/21 9:48",""
"154",154,154,154,154.1,1,"adult","Myoxocephalus octodecemspinosus",154,154.1,1,"adult","Myoxocephalus octodecemspinosus","-1","No","1","predation; NA","3","Globi","DNM","NA","38.22824355; NA","-99.26389019; NA","Bowman, R.E., C.E. Stillwell, W.L. Michaels and M.D. Grosslein. 2000. Food of northwest Atlantic fishes and two common species of squid. NOAA Tech. Memo. NMFS-NE 155, 138 p.; Froese, R. and D. Pauly. Editors. 2018. FishBase. World Wide Web electronic publication. www.fishbase.org, version (10/2018).; associations_all_revised.txt; A. Thessen. 2014. Species associations extracted from EOL text data objects via text mining.","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","6/29/22 14:00","NA"
"20",154,20,154,154.1,1,"adult","Myoxocephalus octodecemspinosus",20,20.1,1,"adult","Tautogolabrus adspersus","-1","No","1","predation","3","Paper.Database","AAK","""The
nearshore bottom of St. Margaret's Bay can be divided
into 4 broad habitat types: rocky reef (characterized by
bedrock strewn with large granitic boulders), cobble
bottom, seagrass (Zostera marina) beds, and sand bottom. All h.abitat types were represented at each of the
3 sites"" depth is -1.5 to -2m","NA","NA","793.Tupper.1997.10.3354/meps151225","rocky intertidal","mid","-1.5","St Margaret's Bay","Nova Scotia","","observational","NA","NA","NA","793","Tupper","1997","10.3354/meps151225","No","11/8/21 9:55",""
"66",154,66,154,154.1,1,"adult","Myoxocephalus octodecemspinosus",66,66.1,1,"adult","Homarus americanus","-1","No","1","predation","3","Paper.Database","LM; AAK","","NA","NA","804.Bordeaux Stephanie.2012.; 421.Hanson.2014.10.1080/00028487.2014.931300","rocky intertidal; subtidal","","NA; -5","; Northumberland Strait ","ME; Nova Scotia","No","observational","NA; 7","NA; 1999","NA; 26","804; 421","Bordeaux Stephanie; Hanson","2012; 2014","; 10.1080/00028487.2014.931300","Yes; No","11/10/2021 18:41:34; 12/8/2021 11:19:23","; not mentioned"
"12",155,12,155,155.1,1,"adult","Myoxocephalus scorpius",12,12.1,1,"adult","Idotea balthica","-1","No","1","predation","3","Globi","DNM","NA","NA","NA","https://www.cefas.co.uk/umbraco/CefasPlugins/DapstomSurface/Download?searchType=predator&species=BRT&years=2011&years=2006&years=2005&years=1908&years=1906&years=1904&years=1903&years=1901&areas=IVb&areas=IVc&areas=VIIa&minlength=0&maxlength=1000&nullLengths=true; Pinnegar, J.K. (2014). DAPSTOM - An Integrated Database & Portal for Fish Stomach Records. Version 4.7. Centre for Environment, Fisheries & Aquaculture Science, Lowestoft, UK. February 2014, 39pp.","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","6/29/22 14:00","NA"
"154",155,154,155,155.1,1,"adult","Myoxocephalus scorpius",154,154.1,1,"adult","Myoxocephalus octodecemspinosus","-1","No","1","predation","6","inferred by D Morton","DNM","","NA","NA","805.Ennis.1969.","subtidal","","NA","Bay Bulls","Newfoundland","No","observational","NA","1965","NA","805","Ennis","1969","","No","11/13/21 10:53",""
"155",155,155,155,155.1,1,"adult","Myoxocephalus scorpius",155,155.1,1,"adult","Myoxocephalus scorpius","-1","No","1","predation; NA","3","Globi; Paper.Database","DNM; JRR","NA; ","NA","NA","Hartley, P. H. T. (1940). The Saltash tuck-net fishery and the ecology of some estuarine fishes. Journal of the Marine Biological Association of the United Kingdom, 24(1), 1-68.; Olivier, Pierre et al. (2019), Exploring the temporal variability of a food web using long‐term biomonitoring data, Wiley, Article-journal, https://doi.org/10.1111/ecog.04461; associations_all_revised.txt; A. Thessen. 2014. Species associations extracted from EOL text data objects via text mining.; 805.Ennis.1969.","NA; subtidal","NA; ","NA","NA; Bay Bulls","NA; Newfoundland","NA; No","NA; observational","NA","NA; 1965","NA","NA; 805","NA; Ennis","NA; 1969","NA; ","NA; No","6/29/22 14:00; 11/13/2021 10:51:32","NA; "
"160",155,160,155,155.1,1,"adult","Myoxocephalus scorpius",160,160.1,1,"adult","Gasterosteus aculeatus","-1","No","1","predation","3","Globi","DNM","NA","62.8608971","16.0019268","Cardinale, M. 2000. Ontogenetic diet shifts of bull-rout, <i>Myxocephalus scorpius</i> (L.), in the south-western Baltic Sea. J. Appl. Ichthyol. 16:231-239.; Froese, R. and D. Pauly. Editors. 2018. FishBase. World Wide Web electronic publication. www.fishbase.org, version (10/2018).","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","6/29/22 14:00","NA"
