"species_2_Node.ID","species_1_Node.ID","species_2_id","species_1_id","Sp1.Species.Stage.ID","species_1_stage.ID","species_1_stage","species_1.accepted.name","species_2_id.1","Sp2.Species.Stage.ID","species_2_stage.ID","species_2_stage","species_2.accepted.name","interaction_sign","interaction_strength","Interaction_code","interaction_type","Justification","data.source","initials","Notes","latitude","longitude","Reference","ecosystem","tidal_zone","depth_meters","site_name","state","in_lab","experiment_or_observation","month","year_of_study","length_in_months_of_study","paper_id","last_name_first_author","year_published","DOI","in_maine","Timestamp","wave_exposure"
11,15,11,15,15.1,1,"adult","Asterias rubens",11,11.1,1,"adult","Lacuna vincta",-1,"No",1,"predation","3","Paper.Database","SLF","",NA,NA,"91.Lubchenco.1978.10.2307/2937360","rocky intertidal","low",NA,"Grindstone Neck","ME","No","observational","5","1973","24","91","Lubchenco","1978","10.2307/2937360","Yes","6/29/21 12:35",""
13,15,13,15,15.1,1,"adult","Asterias rubens",13,13.1,1,"adult","Testudinalia testudinalis",-1,"No",1,"predation","3","Paper.Database","SLF","",NA,NA,"91.Lubchenco.1978.10.2307/2937360","rocky intertidal","low",NA,"Grindstone Neck","ME","No","observational","5","1973","24","91","Lubchenco","1978","10.2307/2937360","Yes","6/29/21 12:41",""
14,15,14,15,15.1,1,"adult","Asterias rubens",14,14.1,1,"adult","Nucella lapillus",-1,"No; Yes",1,"predation","3","Globi; Paper.Database","DNM; SLF; EEP","NA; ","51.10953875; NA","10.39239322; NA","NA; Palomares, M.L.D. and D. Pauly. Editors. 2018. SeaLifeBase. World Wide Web electronic publication. www.sealifebase.org, version (10/2018).; 91.Lubchenco.1978.10.2307/2937360; 102.Freeman.2009.10.1016/j.jembe.2009.02.002","NA; rocky intertidal; ","NA; low; ",NA,"NA; Grindstone Neck; Isle of Shoals","NA; ME","NA; No","NA; observational; experimental","NA; 5","NA; 1973; 2006","NA; 24","NA; 91; 102","NA; Lubchenco; Freeman","NA; 1978; 2009","NA; 10.2307/2937360; 10.1016/j.jembe.2009.02.002","NA; Yes","6/29/22 14:00; 6/29/2021 12:45:31; 7/8/2021 10:45:03","NA; "
15,15,15,15,15.1,1,"adult","Asterias rubens",15,15.1,1,"adult","Asterias rubens",-1,"No",1,"predation","3","Globi","DNM",NA,"74; NA","36; NA","Benjamin Planque, Raul Primicerio, Kathrine Michalsen, Michaela Aschan, Grégoire Certain, Padmini Dalpadado, Harald Gjøsæater, Cecilie Hansen, Edda Johannesen, Lis Lindal Jørgensen, Ina Kolsum, Susanne Kortsch, Lise-Marie Leclerc, Lena Omli, Mette Skern-Mauritzen, and Magnus Wiedmann 2014. Who eats whom in the Barents Sea: a food web topology from plankton to whales. Ecology 95:1430–1430. https://doi.org/10.1890/13-1062.1; Benjamin Planque, Raul Primicerio, Kathrine Michalsen, Michaela Aschan, Grégoire Certain, Padmini Dalpadado, Harald Gjøsæater, Cecilie Hansen, Edda Johannesen, Lis Lindal Jørgensen, Ina Kolsum, Susanne Kortsch, Lise-Marie Leclerc, Lena Omli, Mette Skern-Mauritzen, and Magnus Wiedmann 2014. Who eats whom in the Barents Sea: a food web topology from plankton to whales. Ecology 95:1430–1430. https://doi.org/10.1890/13-1062.1; Hartley, P. H. T. (1940). The Saltash tuck-net fishery and the ecology of some estuarine fishes. Journal of the Marine Biological Association of the United Kingdom, 24(1), 1-68.; Olivier, Pierre et al. (2019), Exploring the temporal variability of a food web using long‐term biomonitoring data, Wiley, Article-journal, https://doi.org/10.1111/ecog.04461",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6/29/22 14:00",NA
319,15,249,15,15.1,1,"adult","Asterias rubens",249,249.1,1,"adult","Leptasterias spp.",-1,"No",1,"predation","3","in literature, added by D Morton","DNM","lab observation","","","O�Brien, Francis Xavier. �SOME ASPECTS OF THE BIOLOGY OF A BROODING STARFISH, LEPTASTERIAS LITTORALIS (STIMPSON) 1853.� University of New Hampshire, 1972.","rocky intertidal","mid, low","","Gove Point","Maine","yes","observation","","1966","","","O'Brien","1972","","yes","","sheltered"
1,20,1,20,20.1,1,"adult","Tautogolabrus adspersus",1,1.1,1,"adult","Mytilus edulis",-1,"No; Yes",1,"predation","3","Paper.Database","ANW; SLF; BCE; SKM","","NA; 43.833333","NA; 69.516667","6.Morello.2017.10.1016/j.jembe.2017.06.005; 115.Ojeda.1991.10.1016/0022-0981(91)90114-C; 130.Ojeda.1987.; 259.Newell.1989.none listed; 328.Witman.2003.10.1890/01-4073; 208.Chao.1973.","rocky intertidal; subtidal","mid; ; high","1; NA","Cape Ann; Pemaquid Point; pemaquid point; ; Cape Elizabeth ME, and Cape Ann MA","MA; ME; Unspecific location, but did mention Maine","No; Yes","experimental; observational","7; 6; 9; NA; 5","2011; 1985; 1986; NA; 1995; 1970","28; 16; 0.033; NA; 24; 17","6; 115; 130; 259; 328; 208","Morello; Ojeda; Newell; Witman; Chao","2017; 1991; 1987; 1989; 2003; 1973","10.1016/j.jembe.2017.06.005; 10.1016/0022-0981(91)90114-C; ; none listed; 10.1890/01-4073","No; Yes","6/4/2021 12:07:32; 7/13/2021 17:39:24; 7/19/2021 12:54:48; 7/24/2021 13:07:16; 7/28/2021 12:20:44; 8/6/2021 9:25:22","; not mentioned"
2,20,2,20,20.1,1,"adult","Tautogolabrus adspersus",2,2.1,1,"adult","Semibalanus balanoides",-1,"Yes; No",1,"predation","3","Paper.Database","SLF; SKM","",NA,NA,"130.Ojeda.1986.; 208.Chao.1973.","rocky intertidal","high; ",NA,"pemaquid point; East Point, Nahant","ME; MA","Yes","experimental; observational","9; 5","1986; 1970","0.033; 17","130; 208","Ojeda; Chao","1986; 1973","","Yes; No","7/19/2021 13:01:43; 8/6/2021 9:58:33","; not mentioned"
8,20,8,20,20.1,1,"adult","Tautogolabrus adspersus",8,8.1,1,"adult","Littorina littorea",-1,"No",1,"predation","3","Paper.Database","LVM","All unknown entered as a ""0""","0","0","103.Perez.2008.10.1016/j.jembe.2008.09.019","rocky intertidal","high","4","Appledore Island","NH","No","observational","7","2002","4","103","Perez","2008","10.1016/j.jembe.2008.09.019","No","3/1/22 12:36","wave intermediate"
13,20,13,20,20.1,1,"adult","Tautogolabrus adspersus",13,13.1,1,"adult","Testudinalia testudinalis",-1,"Yes",1,"predation","3","Paper.Database","SLF","",NA,NA,"130.Ojeda.1986.","rocky intertidal","high",NA,"pemaquid point","ME","Yes","experimental","9","1986","0.033","130","Ojeda","1986","","Yes","7/19/21 12:57",""
15,20,15,20,20.1,1,"adult","Tautogolabrus adspersus",15,15.1,1,"adult","Asterias rubens",-1,"No",1,"predation","10","inferred by D Morton","DNM",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,20,66,20,20.1,1,"adult","Tautogolabrus adspersus",66,66.1,1,"adult","Homarus americanus",-1,"No",1,"predation","3","Paper.Database","JRR; LM","No information on where species were collected; ; In Gulf of St Lawrence",NA,NA,"595.Barshaw.1988.; 597.Lavalli.1986.; 800.Hanson.1999.10.1577/1548-8659(2000)129<0013:EOACPO>2.0.CO;2; 804.Boudreau Stephanie.2012.; 687.Hudon.1989.","; subtidal; rocky intertidal","; low",NA,"; Chaleur Bay","MA; New Brunswick; ME; ","Yes; No; ","experimental; observational; ","6; 7; NA","1986; 1985; 1996; NA","4; 2; NA","595; 597; 800; 804; 687","Barshaw; Lavalli; Hanson; Boudreau Stephanie; Hudon","1988; 1986; 1999; 2012; 1989","; 10.1577/1548-8659(2000)129<0013:EOACPO>2.0.CO;2","No; Yes","10/14/2021 13:38:38; 10/14/2021 13:48:51; 11/8/2021 13:38:36; 11/10/2021 18:21:51; 10/27/21 11:50","; not mentioned"
73,20,73,20,20.1,1,"adult","Tautogolabrus adspersus",73,73.1,1,"adult","Hiatella arctica",-1,"No",1,"predation","4","inferred by D Morton","DNM","",NA,NA,"208.Chao.1973.","rocky intertidal","",NA,"East Point, Nahant","MA","Yes","observational","5","1970","17","208","Chao","1973","","No","8/6/21 9:29","not mentioned"
1,21,1,21,21.1,1,"adult","Larus marinus",1,1.1,1,"adult","Mytilus edulis",-1,"No",1,"predation","3","Paper.Database","ANW","","42.966667","70.616667","112.Rome.2004.10.1675/1524-4695(2004)027[0200:FEAIBH]2.0.CO;2","rocky intertidal","",NA,"Shoals Marine Lab","ME","No","observational","6","2001","3","112","Rome","2004","10.1675/1524-4695(2004)027[0200:FEAIBH]2.0.CO;2","Yes","7/10/21 10:57",""
15,21,15,21,21.1,1,"adult","Larus marinus",15,15.1,1,"adult","Asterias rubens",-1,"No",1,"predation","3","Globi","DNM",NA,"74","36","Bodini, A., Bellingeri, M., Allesina, S. and Bondavalli, C. 2009. Using food web dominator trees to catch secondary extinctions in action. Philosophical Transactions of the Royal Society B-Biological Sciences, 364: 1725-1731.; Benjamin Planque, Raul Primicerio, Kathrine Michalsen, Michaela Aschan, Grégoire Certain, Padmini Dalpadado, Harald Gjøsæater, Cecilie Hansen, Edda Johannesen, Lis Lindal Jørgensen, Ina Kolsum, Susanne Kortsch, Lise-Marie Leclerc, Lena Omli, Mette Skern-Mauritzen, and Magnus Wiedmann 2014. Who eats whom in the Barents Sea: a food web topology from plankton to whales. Ecology 95:1430–1430. https://doi.org/10.1890/13-1062.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6/29/22 14:00",NA
22,21,22,21,21.1,1,"adult","Larus marinus",22,22.1,1,"adult","Larus argentatus",-1,"Yes",1,"predation","3","Paper.Database","DT","There are other interactions with species not listed on the species checklist","44.983333","66.7","446.Gilliland, S.G..2004.10.1139/z04-124","","",NA,"Wolves Archipelago","ME","No","observational","5","1988","12","446","Gilliland, S.G.","2004","10.1139/z04-124","Yes","8/3/21 12:59","not mentioned"
66,21,66,21,21.1,1,"adult","Larus marinus",66,66.1,1,"adult","Homarus americanus",-1,"Yes; No",1,"predation","4","inferred by D Morton","DNM","","42.966667; 43.05; 44.58; NA","70.616667; 70.716667; 66.75; NA","106.Ellis.2007.10.1890/06-0593; 96.Good.1992.10.1016/0022-0981(92)90167-9; 113.Ellis.2005.10.1016/j.jembe.2005.04.001; 112.Rome.2004.10.1675/1524-4695(2004)027[0200:FEAIBH]2.0.CO;2; 445.Steenweg, Rolanda.2011.10.1525/cond.2011.110004; 107.Ellis.2012.10.1016/j.jembe.2012.02.014; 353.O'Keefe.2004.","rocky intertidal; subtidal; ","low; ; high",NA,"Appledore Island; Portsmouth; Shoals Marine Laboratory, Appledore Island; Shoals Marine Lab; Kent Island in the Grand Manan archipelago of the lower Bay of Fundy; Isles of Sholes","ME; NH; New Brunswick","No","experimental; observational","7; NA; 6; 5","2004; 1990; 2000; 2001; 2009; NA","1; 3; 36; 2; NA","106; 96; 113; 112; 445; 107; 353","Ellis; Good; Rome; Steenweg, Rolanda; O'Keefe","2007; 1992; 2005; 2004; 2011; 2012","10.1890/06-0593; 10.1016/0022-0981(92)90167-9; 10.1016/j.jembe.2005.04.001; 10.1675/1524-4695(2004)027[0200:FEAIBH]2.0.CO;2; 10.1525/cond.2011.110004; 10.1016/j.jembe.2012.02.014; ","Yes; No","6/10/2021 7:13:55; 7/7/2021 11:43:01; 7/7/2021 11:45:30; 7/9/2021 9:44:19; 7/10/2021 10:35:32; 8/3/2021 15:34:04; 9/24/2021 11:58:08; 12/2/2021 15:23:45","; not mentioned; wave exposed and protected sites"
71,21,71,21,21.1,1,"adult","Larus marinus",71,71.1,1,"adult","Calidris maritima",-1,"Yes",1,"predation","6","inferred by D Morton","DNM","","44.983333","66.7","446.Gilliland, S.G..2004.10.1139/z04-124","","",NA,"Wolves Archipelago","ME","No","observational","5","1988","12","446","Gilliland, S.G.","2004","10.1139/z04-124","Yes","8/3/21 12:59","not mentioned"
72,21,72,21,21.1,1,"adult","Larus marinus",72,72.1,1,"adult","Somateria mollissima",-1,"No; Yes",1,"predation","3; 6","Globi; Paper.Database; inferred by D Morton","DNM; AAK; DNM","NA; gull predation on juvenile/eggs of eider duck; also mentioned in Wikipedia page for species","NA; 42.98695928; 50.21216667; 43.516667; 44.983333","NA; -70.61488314; -64.192; -70.316667; 66.7","https://datadryad.org/stash/downloads/file_stream/375180; Maiorano, L., Montemaggiori, A., Ficetola, G.F., O’Connor, L. & Thuiller, W. (2020), Data from: Tetra-EU 1.0: a species-level trophic meta-web of European tetrapods, Dryad, Dataset, https://doi.org/10.5061/dryad.jm63xsj7b; beck. 2021. Larus marinus interaction->preyed on Somateria mollissima. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/86280581> on 25 Jun 2022.; http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.; Paul Tavares. 2019. Larus marinus interaction->preyed on Somateria mollissima. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/28363661> on 25 Jun 2022.; http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.; 439.Donehower.2006.; 446.Gilliland, S.G..2004.10.1139/z04-124","NA; ; ","NA; ; ",NA,"NA; Stratton Island; Wolves Archipelago","NA; ME; ME","NA; No; No","NA; observational; observational","NA; 5; 5","NA; 2004; 1988","NA; 4; 12","NA; 439; 446","NA; Donehower; Gilliland, S.G.","NA; 2006; 2004","NA; ; 10.1139/z04-124","NA; Yes; Yes","6/29/22 14:00; 12/2/2021 12:23:36; 8/3/21 12:59","NA; not mentioned; not mentioned"
117,21,117,21,21.1,1,"adult","Larus marinus",117,117.1,1,"adult","Phalacrocorax auritus",-1,"Yes",1,"predation","6","inferred by D Morton","DNM","also mentioned in Wikipedia page for species","44.983333","66.7","446.Gilliland, S.G..2004.10.1139/z04-124","","",NA,"Wolves Archipelago","ME","No","observational","5","1988","12","446","Gilliland, S.G.","2004","10.1139/z04-124","Yes","8/3/21 12:59","not mentioned"
167,21,167,21,21.1,1,"adult","Larus marinus",167,167.1,1,"adult","Detritus.carrion",-1,"Yes; No",1,"predation","3","in literature","DNM","","","","https://www.allaboutbirds.org/guide/Great_Black-backed_Gull/lifehistory","","","","","","","","","","","","","","","","",""
1,22,1,22,22.1,1,"adult","Larus argentatus",1,1.1,1,"adult","Mytilus edulis",-1,"No",1,"predation","3","Paper.Database","ANW","","42.966667","70.616667","112.Rome.2004.10.1675/1524-4695(2004)027[0200:FEAIBH]2.0.CO;2","rocky intertidal","",NA,"Shoals Marine Lab","ME","No","observational","6","2001","3","112","Rome","2004","10.1675/1524-4695(2004)027[0200:FEAIBH]2.0.CO;2","Yes","7/10/21 11:06",""
15,22,15,22,22.1,1,"adult","Larus argentatus",15,15.1,1,"adult","Asterias rubens",-1,"No",1,"predation","3","Globi","DNM",NA,"54.97","8.5","NA; David W. Thieltges, Karsten Reise, Kim N. Mouritsen, John P. McLaughlin, and Robert Poulin. 2011. Food web including metazoan parasites for a tidal basin in Germany and Denmark. Ecology 92:2005. https://doi.org/10.1890/11-0351.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6/29/22 14:00",NA
71,22,71,22,22.1,1,"adult","Larus argentatus",71,71.1,1,"adult","Calidris maritima",-1,"No",1,"predation","3","Globi","DNM",NA,NA,NA,"https://datadryad.org/stash/downloads/file_stream/375180; Maiorano, L., Montemaggiori, A., Ficetola, G.F., O’Connor, L. & Thuiller, W. (2020), Data from: Tetra-EU 1.0: a species-level trophic meta-web of European tetrapods, Dryad, Dataset, https://doi.org/10.5061/dryad.jm63xsj7b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6/29/22 14:00",NA
72,22,72,22,22.1,1,"adult","Larus argentatus",72,72.1,1,"adult","Somateria mollissima",-1,"No",1,"predation","3","Paper.Database","AAK","Herring gull predation on eider eggs, not sure if we're including life stages?",NA,NA,"677.Allen.2008.","","",NA,"","","","",NA,NA,NA,"677","Allen","2008","","Yes","10/25/21 9:34",""
167,22,167,22,22.1,1,"adult","Larus argentatus",167,167.1,1,"adult","Detritus.carrion",-1,"No",1,"predation","3","in literature","DNM","","","","https://www.allaboutbirds.org/guide/Herring_gull/id","rocky intertidal; ","","","","","No","","","","","","","","","","",""
170,64,170,64,64.1,1,"adult","Metridium senile",170,170.1,1,"adult","Detritus.small.omnivorous.pom",-1,"No",1,"predation","3","Paper.Database","JRR","",NA,NA,"248.Lesser.1994.","","",NA,"","","","",NA,NA,NA,"248","Lesser","1994","","Yes","12/3/21 16:24",""
1,66,1,66,66.1,1,"adult","Homarus americanus",1,1.1,1,"adult","Mytilus edulis",-1,"No",1,"predation","3","Globi; Paper.Database","DNM; JRR; DHC","NA; ; Study focuses on competition between Carcinus maenas and Homarus
americanus, over mytilus edilus ; Gut contents of American lobster from Nova Scotia found to contain blue mussel ","57.48562488; 42.416667; NA","-105.2526868; 70.9; NA","Elner, R.W. and A.C. Campbell. 1987. Natural diets of lobster <i>Homarus americanus</i> from barren ground and macroalgal habitats off southwestern Nova Scotia, Canada. Mar. Ecol. Prog. Ser. 37:131-140.; Palomares, M.L.D. and D. Pauly. Editors. 2018. SeaLifeBase. World Wide Web electronic publication. www.sealifebase.org, version (10/2018).; 581.Sebens.1985.; 600.Williams.2010.10.1080/00288330909509979; 159.Seed.1993.","NA; subtidal; ","NA; ","NA; -6; 3","NA; East Point, Nahant, Mass; ; McNutts Island ","NA; NH; Nova Scotia","NA; No; Yes; ","NA; observational; experimental","NA; 7; 8","NA; 2005; 1979",NA,"NA; 581; 600; 159","NA; Sebens; Williams; Seed","NA; 1985; 2010; 1993","NA; ; 10.1080/00288330909509979","NA; No","6/29/22 14:00; 10/4/2021 13:42:54; 10/15/2021 10:49:19; 12/10/2021 10:43:47","NA; wave exposed; ; wave intermediate"
2,66,2,66,66.1,1,"adult","Homarus americanus",2,2.1,1,"adult","Semibalanus balanoides",-1,"No",1,"predation","3","Paper.Database","JRR","In Gulf of St Lawrence",NA,NA,"687.Hudon.1989.","","",NA,"","","","",NA,NA,NA,"687","Hudon","1989","","No","10/27/21 11:50",""
7,66,7,66,66.1,1,"adult","Homarus americanus",7,7.1,1,"adult","Littorina saxatilis",-1,"No",1,"predation","6","Paper.database","EEP","literature review",NA,NA,"570.Mercaldo-Allen.1994.","",NA,NA,"","","","",NA,NA,NA,"570","Mercaldo-Allen","1994","","Yes","1/7/22 11:37",""
8,66,8,66,66.1,1,"adult","Homarus americanus",8,8.1,1,"adult","Littorina littorea",-1,"No",1,"predation","6","Paper.database","EEP","literature review",NA,NA,"570.Mercaldo-Allen.1994.","",NA,NA,"","","","",NA,NA,NA,"570","Mercaldo-Allen","1994","","Yes","1/7/22 11:37",""
9,66,9,66,66.1,1,"adult","Homarus americanus",9,9.1,1,"adult","Littorina obtusata",-1,"No",1,"predation","6","Paper.database","EEP","literature review",NA,NA,"570.Mercaldo-Allen.1994.","",NA,NA,"","","","",NA,NA,NA,"570","Mercaldo-Allen","1994","","Yes","1/7/22 11:37",""
11,66,11,66,66.1,1,"adult","Homarus americanus",11,11.1,1,"adult","Lacuna vincta",-1,"No",1,"predation","3","Globi; Paper.Database","DNM; JRR","NA; In Gulf of St Lawrence","57.48562488; NA","-105.2526868; NA","Elner, R.W. and A.C. Campbell. 1987. Natural diets of lobster <i>Homarus americanus</i> from barren ground and macroalgal habitats off southwestern Nova Scotia, Canada. Mar. Ecol. Prog. Ser. 37:131-140.; Palomares, M.L.D. and D. Pauly. Editors. 2018. SeaLifeBase. World Wide Web electronic publication. www.sealifebase.org, version (10/2018).; 687.Hudon.1989.","NA; subtidal","NA; ",NA,"NA; Iles de la Madeleine","NA; Quebec","NA; No","NA; observational","NA; 5","NA; 1985","NA; 3","NA; 687","NA; Hudon","NA; 1989","NA; ","NA; No","6/29/22 14:00; 10/27/2021 11:11:44","NA; not mentioned"
13,66,13,66,66.1,1,"adult","Homarus americanus",13,13.1,1,"adult","Testudinalia testudinalis",-1,"No",1,"predation","3","Globi","DNM",NA,"57.48562488","-105.2526868","Elner, R.W. and A.C. Campbell. 1987. Natural diets of lobster <i>Homarus americanus</i> from barren ground and macroalgal habitats off southwestern Nova Scotia, Canada. Mar. Ecol. Prog. Ser. 37:131-140.; Palomares, M.L.D. and D. Pauly. Editors. 2018. SeaLifeBase. World Wide Web electronic publication. www.sealifebase.org, version (10/2018).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6/29/22 14:00",NA
15,66,15,66,66.1,1,"adult","Homarus americanus",15,15.1,1,"adult","Asterias rubens",-1,"No",1,"predation","6","Paper.Database","JRR","In Gulf of St Lawrence",NA,NA,"687.Hudon.1989.","","",NA,"","","","",NA,NA,NA,"687","Hudon","1989","","No","10/27/21 11:50",""
66,66,66,66,66.1,1,"adult","Homarus americanus",66,66.1,1,"adult","Homarus americanus",-1,"No",1,"predation","3","Globi; Paper.Database","DNM; JRR","NA; In Gulf of St Lawrence","57.48562488; NA","-105.2526868; NA","Elner, R.W. and A.C. Campbell. 1987. Natural diets of lobster <i>Homarus americanus</i> from barren ground and macroalgal habitats off southwestern Nova Scotia, Canada. Mar. Ecol. Prog. Ser. 37:131-140.; Palomares, M.L.D. and D. Pauly. Editors. 2018. SeaLifeBase. World Wide Web electronic publication. www.sealifebase.org, version (10/2018).; 687.Hudon.1989.","NA; ","NA; ",NA,"NA; ","NA; ","NA; ","NA; ",NA,NA,NA,"NA; 687","NA; Hudon","NA; 1989","NA; ","NA; No","6/29/22 14:00; 10/27/21 11:50","NA; "
73,66,73,66,66.1,1,"adult","Homarus americanus",73,73.1,1,"adult","Hiatella arctica",-1,"No",1,"predation","4","inferred by D Morton","DNM","NA; ; Study focuses on competition between Carcinus maenas and Homarus
americanus, over mytilus edilus ; Gut contents of American lobster from Nova Scotia found to contain blue mussel ","57.48562488; 42.416667; NA","-105.2526868; 70.9; NA","Elner, R.W. and A.C. Campbell. 1987. Natural diets of lobster <i>Homarus americanus</i> from barren ground and macroalgal habitats off southwestern Nova Scotia, Canada. Mar. Ecol. Prog. Ser. 37:131-140.; Palomares, M.L.D. and D. Pauly. Editors. 2018. SeaLifeBase. World Wide Web electronic publication. www.sealifebase.org, version (10/2018).; 581.Sebens.1985.; 600.Williams.2010.10.1080/00288330909509979; 159.Seed.1993.","NA; subtidal; ","NA; ","NA; -6; 3","NA; East Point, Nahant, Mass; ; McNutts Island ","NA; NH; Nova Scotia","NA; No; Yes; ","NA; observational; experimental","NA; 7; 8","NA; 2005; 1979",NA,"NA; 581; 600; 159","NA; Sebens; Williams; Seed","NA; 1985; 2010; 1993","NA; ; 10.1080/00288330909509979","NA; No","6/29/22 14:00; 10/4/2021 13:42:54; 10/15/2021 10:49:19; 12/10/2021 10:43:47","NA; wave exposed; ; wave intermediate"
86,66,86,66,66.1,1,"adult","Homarus americanus",86,86.1,1,"adult","Onchidoris sp.",-1,"No",1,"predation","6","inferred by A Keyes",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167,66,167,66,66.1,1,"adult","Homarus americanus",167,167.1,1,"adult","Detritus.carrion",-1,"No",1,"predation","3","Paper.Database; Paper.database","JRR; EEP","In Gulf of St Lawrence; literature review",NA,NA,"687.Hudon.1989.; 570.Mercaldo-Allen.1994.","; rocky intertidal","; NA",NA,"","","","",NA,NA,NA,"687; 570","Hudon; Mercaldo-Allen","1989; 1994","","No; Yes","10/27/21 11:50; 1/7/22 11:41",""
169,66,169,66,66.1,1,"adult","Homarus americanus",169,169.1,1,"adult","Detritus.drift.algae",-1,"No",1,"predation","3","Paper.Database; Paper.database","JRR; EEP","In Gulf of St Lawrence; literature review",NA,NA,"687.Hudon.1989.; 570.Mercaldo-Allen.1994.","; rocky intertidal","; NA",NA,"","","","",NA,NA,NA,"687; 570","Hudon; Mercaldo-Allen","1989; 1994","","No; Yes","10/27/21 11:50; 1/7/22 11:41",""
175,66,175,66,66.1,1,"adult","Homarus americanus",175,175.1,1,"adult","Foraminifera",-1,"No",1,"predation","3","Paper.Database","JRR","In Gulf of St Lawrance",NA,NA,"687.Hudon.1989.","subtidal","",NA,"Iles de la Madeleine","Quebec","No","observational","5","1985","3","687","Hudon","1989","","No","10/27/21 10:57","not mentioned"
1,70,1,70,70.1,1,"adult","Neovison vison",1,1.1,1,"adult","Mytilus edulis",-1,"No",1,"predation","3","Paper.Database; inferred by A Keyes","JRR; NA","C. maenus collected from several locations in NH, Mytilus edulis collected from ""two relatively exposed locations in Maine""; NA",NA,NA,"495.DeGraff.2004.10.1656/1092-6194(2004)011[0163:COTFRO]2.0.CO;2; ","; NA","; NA",NA,"; NA","ME and NH; NA","Yes; NA","experimental; NA",NA,NA,NA,"495; NA","DeGraff; NA","2004; NA","10.1656/1092-6194(2004)011[0163:COTFRO]2.0.CO;2; NA","No; NA","9/17/2021 9:41:46; NA","; NA"
22,70,22,70,70.1,1,"adult","Neovison vison",22,22.1,1,"adult","Larus argentatus",-1,"No",1,"predation","4","inferred by D Morton","DNM","cited study not in GOM but shows the types of prey items that mink take in coastal marine habitats","","","https://doi.org/10.1016/j.mambio.2012.11.007","rocky intertidal","","","Tierra del Fuego","","No","observational","","","","","Valenzuela","2013","10.1016/j.mambio.2012.11.007","no","",""
71,70,71,70,70.1,1,"adult","Neovison vison",71,71.1,1,"adult","Calidris maritima",-1,"No",1,"predation","4","inferred by D Morton","DNM","cited study not in GOM but shows the types of prey items that mink take in coastal marine habitats","","","https://doi.org/10.1016/j.mambio.2012.11.007","rocky intertidal","","","Tierra del Fuego","","No","observational","","","","","Valenzuela","2013","10.1016/j.mambio.2012.11.007","no","",""
72,70,72,70,70.1,1,"adult","Neovison vison",72,72.1,1,"adult","Somateria mollissima",-1,"No",1,"predation","4","inferred by D Morton","DNM","cited study not in GOM but shows the types of prey items that mink take in coastal marine habitats","","","https://doi.org/10.1016/j.mambio.2012.11.007","rocky intertidal","","","Tierra del Fuego","","No","observational","","","","","Valenzuela","2013","10.1016/j.mambio.2012.11.007","no","",""
73,70,73,70,70.1,1,"adult","Neovison vison",73,73.1,1,"adult","Hiatella arctica",-1,"No",1,"predation","6","inferred by A Keyes",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,71,1,71,71.1,1,"adult","Calidris maritima",1,1.1,1,"adult","Mytilus edulis",-1,"No; Yes",1,"predation","3","Globi; Paper.Database","DNM; JRR; EEP","NA; Outside of study area; Interaction strength is the relative importance of the prey species; bird carcasses collected in winter 2013","57.48562488; NA; 54.183333","-105.2526868; NA; 7.883333","Mallory, M.L., M. F. Elderkin, N.C. Spencer, T.A. Betsch, A.C. Russell and P.L. Mills. 2016. Diet of <i>Calidris maritima</i> (Purple Sandpiper) during the Winter in Nova Scotia, Canada. Northeastern Naturalist 23(2):205-210.; Palomares, M.L.D. and D. Pauly. Editors. 2018. SeaLifeBase. World Wide Web electronic publication. www.sealifebase.org, version (10/2018).; 657.Summers.2009.10.1080/00063659009477056; 838.Dierschke.2009.10.1016/0077-7579(93)90050-3; 841.Mallory.2016.","NA; ; rocky intertidal","NA; ",NA,"NA; ; Helgoland; Acadia University, Wolfville","NA; Scotland; Netherlands; Nova Scotia","NA; No; Yes","NA; observational","NA; 10","NA; 1990; 2013","NA; 7","NA; 657; 838; 841","NA; Summers; Dierschke; Mallory","NA; 2009; 2016","NA; 10.1080/00063659009477056; 10.1016/0077-7579(93)90050-3; ","NA; No","6/29/22 14:00; 10/22/2021 9:56:31; 11/19/2021 9:59:45; 11/19/2021 10:25:45","NA; not mentioned; "
