"Node.ID","Species.ID","Species.Stage.ID","stage_ID","Exp.Aggregated.Node.ID","Exp.Aggregated.name","Hist.Aggregated.Node.ID","Hist.Aggregated.name","stage","Accepted.species.name","Phylum","Class","Order","Genus","species","Node.Resolution","functional.group","metabolic_type","movement_type","transience","captured.by.historical.surveys","captured.by.Allen.Island.surveys","synonyms","Locality","Reference","life.history","AphiaID","Notes","Justification","common.name","Working.group","Organismal.group","Abundant.or.important","confirmed.on.Allen.Island","keep.remove","Exctinction.allowed","Detection.in.historical.surveys","Detection.in.experiment","TL","OI"
157,"157","157.1","1","157","Tautoga onitis","157","Tautoga onitis","adult","Tautoga onitis","Chordata","Actinopteri","Eupercaria incertae sedis","Tautoga","onitis","species","predator","heterotroph","mobile","transient","no","no","Labrus onitis Linnaeus, 1758","","https://books.google.com/books?hl=en&lr=&id=oP9qaT8eLLYC&oi=fnd&pg=PR6&dq=%22geukensia+demissa%22+parasitism+%22Gulf+of+Maine%22&ots=c9gtgQXj9H&sig=UT8C7YWl6oqDNOZ_7uniqQNd78c#v=onepage&q&f=false; https://www.inaturalist.org/taxa/52547-Tautoga-onitis; Olla, B. L., Bejda, A. J., & Martin, A. D. (1979). Seasonal dispersal and habitat selection of cunner, Tautogolabrus adspersus, and young tautog, Tautoga onitis, in Fire Island Inlet, Long Island, New York. In Fish. Bull. US (Vol. 77, pp. 255-261). Long Island New York.; https://www.greateratlantic.fisheries.noaa.gov/policyseries/index.php/GARPS/article/view/4/5","free.living","NA","recreationally sought after; eats mollusks and crustaceans, Mytilus is an important prey, associated with algal cover.  lives among rocks in shallow water, many papers already in database","in literature","tautog","fishes","Teleostei","","","NA","Y","n","n",3.24399999999999,0.0538773333333343
160,"160","160.1","1","160","Gasterosteus aculeatus","160","Gasterosteus aculeatus","adult","Gasterosteus aculeatus","Chordata","Actinopteri","Perciformes","Gasterosteus","aculeatus","species","predator","heterotroph","mobile","transient","no","no","Gasteracanthus cataphractus Pallas, 1814; Gasterosteus aculeatus trachurus Cuvier, 1829; Gasterosteus algeriensis Sauvage, 187; Gasterosteus argentatissimus Blanchard, 1866; Gasterosteus argyropomus Cuvier, 1829; Gasterosteus atkinsii Bean, 1879; Gasterosteus bailloni Blanchard, 1866; /////Gasterosteus biaculeatus Mitchill, 1815; Gasterosteus bispinosus Walbaum, 1792; Gasterosteus brachycentrus Cuvier, 1829; Gasterosteus cataphractus (Pallas, 1814); Gasterosteus cuvieri Girard, 1850; ////Gasterosteus dimidiatus Reinhardt, 1837 (synonym); Gasterosteus elegans Blanchard, 1866; Gasterosteus gymnurus Cuvier, 1829; Gasterosteus inopinatus Girard, 1854; ////Gasterosteus insculptus Richardson, 1855; Gasterosteus intermedius Girard, 1856; ////Gasterosteus leiurus Cuvier, 1829; Gasterosteus loricatus Reinhardt, 1837; Gasterosteus neoboracensis DeKay, 1842; Gasterosteus neustrianus Blanchard, 1866; Gasterosteus niger Cuvier, 1829; Gasterosteus noveboracensis Cuvier, 1829; ///Gasterosteus obolarius Cuvier, 1829; Gasterosteus plebeius Girard, 1854; Gasterosteus pugetti Girard, 1856; Gasterosteus semiarmatus Cuvier, 1829 (synonym); Gasterosteus semiloricatus Cuvier, 1829; Gasterosteus serratus Ayres, 1855; ///Gasterosteus suppositus Sauvage, 1874; Gasterosteus teraculeatus Lacepède, 1801; Gasterosteus tetracanthus Cuvier, 1829; Gasterosteus texanus Sauvage, 1874; Gasterosteus trachurus Cuvier, 1829; Gasterosteus williamsoni Girard, 1854; Gastrosteus aculeatus (Linnaeus, 1758) (synonym); Gladiunculus bispinosus (unassessed)","","Moring 1993 Maine Naturalist (checklist of fish species collected in tide pools in Maine, Table 1); https://link.springer.com/article/10.1007/BF00001608; Moring 1990; Collette 1986","free.living","NA","""collected in maine tidepools as adults and juveniles""; from fishbase: ""Adults occur in fresh waters, estuaries and coastal seas (Ref. 4119). Anadromous, with numerous non-anadromous populations in brackish or pure freshwater, rarely in marine waters. In the sea, confined to coastal waters. In freshwater, adults prefer to live in small stream but may occur in a variety of habitats including lakes and large rivers (Ref. 59043). Inhabit shallow vegetated areas, usually over mud or sand (Ref. 5723). Form schools. Young associated with drifting seaweed (Ref. 12114, 12115).""; some lay eggs in intertidal; not a lot of new papers","in literature","Threespine stickleback","fishes","Teleostei","","","NA","Y","n","n",2.67333333333333,0.346835555555557
167,"167","167.1","1","167","Detritus.carrion","167","Detritus.carrion","adult","Detritus.carrion","","","","","detritus.carrion","aggregate group","detritus","dead","passive","resident","no","no","NA","","","free.living","NA","eaten by many things, esp crabs","","","detritus","detritus","","","NA","N","n","n",1,0
168,"168","168.1","1","168","Detritus.dom","168","Detritus.dom","adult","Detritus.dom","","","","","detritus.DOM","aggregate group","detritus","dead","passive","resident","no","no","NA","","","free.living","NA","eaten by sessile inverts","","","detritus","detritus","","","NA","N","n","n",0.999999999999997,0
169,"169","169.1","1","169","Detritus.drift.algae","169","Detritus.drift.algae","adult","Detritus.drift.algae","","","","","detritus.drift.algae","aggregate group","detritus","dead","passive","resident","no","no","NA","","","free.living","NA","food for many herbivores","","","detritus","detritus","","","NA","N","n","n",0.999999999999998,0
170,"170","170.1","1","170","Detritus.small.omnivorous.pom","170","Detritus.small.omnivorous.pom","adult","Detritus.small.omnivorous.pom","","","","","detritus.small.omnivorous.POM","aggregate group","detritus","dead","passive","resident","no","no","NA","","","free.living","NA","suspension feeders and some amphipods","","","detritus","detritus","","","NA","N","n","n",1,0
171,"171","171.1","1","171","Diatoms, Benthic microalgae, films, etc.","171","Diatoms, Benthic microalgae, films, etc.","adult","Diatoms, Benthic microalgae, films, etc.","Ochrophyta","Bacillariophyceae","Bacillariophyceae","","Diatoms.benthic","aggregate group","microalgae","autotroph","planktonic","resident","no","no","NA","","","free.living","NA","food for many rock grazers","","benthic diatoms","microalgae","Microalgae","","","NA","N","n","n",1,0
174,"174","174.1","1","174","Diatoms.planktonic","174","Diatoms.planktonic","adult","Diatoms.planktonic","Ochrophyta","Bacillariophyceae","Bacillariophyceae","","Diatoms.planktonic","aggregate group","microalgae","autotroph","planktonic","resident","no","no","NA","","","free.living","NA","food for filter feeders, not many papers on planktonic diatoms specifically","","planktonic diatoms","plankton","Phytoplankton","","","NA","N","n","n",1,0
175,"175","175.1","1","175","Foraminifera","175","Foraminifera","adult","Foraminifera","","","","","Foraminifera","aggregate group","omnivore","mixed","planktonic","resident","no","no","NA","","Johnson, S. C., and R. E. Scheibling. “Structure and Dynamics of Epifaunal Assemblages on Intertidal Macroalgae Ascophyllum Nodosum and Fucus Vesiculosus in Nova Scotia, Canada.” Marine Ecology Progress Series 37, no. 2/3 (1987): 209–27.","free.living","NA","Not a ton of data but hopefully enough releavent data","in literature","","plankton","Microbes","","","NA","N","n","n",2.33333333333333,0.222222222222222
176,"176","176.1","1","176","Microplankton, bacteria, protozoa, nanoplankton","176","Microplankton, bacteria, protozoa, nanoplankton","adult","Microplankton, bacteria, protozoa, nanoplankton","","","","","microplankton","aggregate group","mixed","mixed","planktonic","resident","no","no","NA","","","free.living","NA","could be cilliates, flagellates, bacteria, etc? (sponges, tunicates, and bryozoans consume)","","","plankton","Microbes","","","NA","N","n","n",2,5.9657605957339e-30
320,"250","250.1","1","320","Cyanobacteriaceae","320","Cyanobacteriaceae","adult","Cyanobacteriaceae","cyanobacteria","cyanophyceae","chroococcales","NA","Cyanobacteriaceae","Phylum","microalgae","autotroph","sessile","resident","yes","yes","cyanobacteria","Gulf of Maine, USA","Contemporary community data colllected by Sorte et al (2017)","free.living","493882","microalgae; may not be not adequately surveyed by most studies. ","in community datasets","blue green algae","microalgae","Microalgae","","","NA","N","y","n",0.999999999999999,0
