"species_2_Node.ID","species_1_Node.ID","species_2_id","species_1_id","Sp1.Species.Stage.ID","species_1_stage.ID","species_1_stage","species_1.accepted.name","species_2_id.1","Sp2.Species.Stage.ID","species_2_stage.ID","species_2_stage","species_2.accepted.name","interaction_sign","interaction_strength","Interaction_code","interaction_type","Justification","data.source","initials","Notes","latitude","longitude","Reference","ecosystem","tidal_zone","depth_meters","site_name","state","in_lab","experiment_or_observation","month","year_of_study","length_in_months_of_study","paper_id","last_name_first_author","year_published","DOI","in_maine","Timestamp","wave_exposure"
18,22,18,22,22.1,1,"adult","Larus argentatus",18,18.1,1,"adult","Hemigrapsus sanguineus",-1,"Yes; No",1,"predation","4","inferred by D Morton","DNM","; There many other prey species not listed in the species checklist","42.966667; 43.05; NA; 44.58","70.616667; 70.716667; NA; 66.75","106.Ellis.2007.10.1890/06-0593; 96.Good.1992.10.1016/0022-0981(92)90167-9; 112.Rome.2004.10.1675/1524-4695(2004)027[0200:FEAIBH]2.0.CO;2; 114.Dumas.1993.10.1016/0022-0981(93)90045-P; 445.Steenweg, Rolanda.2011.10.1525/cond.2011.110004; 107.Ellis.2012.10.1016/j.jembe.2012.02.014; 353.O'Keefe.2004.","rocky intertidal; subtidal; ","low; ; mid; high","NA; 0.37","Appledore Island; Portsmouth; Shoals Marine Lab; Bennet Head; Kent Island in the Grand Manan archipelago of the lower Bay of Fundy; Shoals Marine Laboratory, Appledore Island; Isles of Sholes","ME; NH; MA; New Brunswick","No","experimental; observational","7; 6; 8; 5; NA","2004; 1990; 2001; 1989; 2009; NA","1; 3; 5; 2; NA","106; 96; 112; 114; 445; 107; 353","Ellis; Good; Rome; Dumas; Steenweg, Rolanda; O'Keefe","2007; 1992; 2004; 1993; 2011; 2012","10.1890/06-0593; 10.1016/0022-0981(92)90167-9; 10.1675/1524-4695(2004)027[0200:FEAIBH]2.0.CO;2; 10.1016/0022-0981(93)90045-P; 10.1525/cond.2011.110004; 10.1016/j.jembe.2012.02.014; ","Yes; No","6/10/2021 7:16:55; 7/7/2021 11:34:53; 7/7/2021 11:38:56; 7/10/2021 10:54:02; 7/10/2021 11:29:38; 8/3/2021 15:33:56; 9/24/2021 11:50:44; 12/2/2021 15:22:55","; not mentioned; wave exposed and protected sites"
71,22,71,22,22.1,1,"adult","Larus argentatus",71,71.1,1,"adult","Calidris maritima",-1,"No",1,"predation","3","Globi","DNM",NA,NA,NA,"https://datadryad.org/stash/downloads/file_stream/375180; Maiorano, L., Montemaggiori, A., Ficetola, G.F., O’Connor, L. & Thuiller, W. (2020), Data from: Tetra-EU 1.0: a species-level trophic meta-web of European tetrapods, Dryad, Dataset, https://doi.org/10.5061/dryad.jm63xsj7b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6/29/22 14:00",NA
72,22,72,22,22.1,1,"adult","Larus argentatus",72,72.1,1,"adult","Somateria mollissima",-1,"No",1,"predation","3","Paper.Database","AAK","Herring gull predation on eider eggs, not sure if we're including life stages?",NA,NA,"677.Allen.2008.","","",NA,"","","","",NA,NA,NA,"677","Allen","2008","","Yes","10/25/21 9:34",""
167,22,167,22,22.1,1,"adult","Larus argentatus",167,167.1,1,"adult","Detritus.carrion",-1,"No",1,"predation","3","in literature","DNM","","","","https://www.allaboutbirds.org/guide/Herring_gull/id","rocky intertidal; ","","","","","No","","","","","","","","","","",""
167,24,167,24,24.1,1,"adult","Anurida maritima",167,167.1,1,"adult","Detritus.carrion",-1,"No",1,"predation; detritivory","3; 6","Paper.Database; inferred by A Keyes","AAK; JRR; NA","study isn't actually about trophic interactions but mentions that it eats dead animals ""It
has a catholic diet of dead animals (Imms 1906) and is considered by Dexter (1943) to be one of the most important scavengers of the intertidal zone. "" <- can't find these papers but added to database; consumed the carcasses of Littorina sp.; dead bodies of molluscs were eaten; NA",NA,NA,"880.Foster.1981.10.1007/BF00348049; 879.Joosse.1966.10.1007/BF00407599; ","; NA","; NA",NA,"; NA","; NA","; NA","; NA",NA,NA,NA,"880; 879; NA","Foster; Joosse; NA","1981; 1966; NA","10.1007/BF00348049; 10.1007/BF00407599; NA","No; NA","11/30/21 16:46; 11/29/21 13:11; 11/29/21 13:13; NA","; NA"
170,24,170,24,24.1,1,"adult","Anurida maritima",170,170.1,1,"adult","Detritus.small.omnivorous.pom",-1,"No",1,"detritivory","6","inferred by A Keyes",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,66,2,66,66.1,1,"adult","Homarus americanus",2,2.1,1,"adult","Semibalanus balanoides",-1,"No",1,"predation","3","Paper.Database","JRR","In Gulf of St Lawrence",NA,NA,"687.Hudon.1989.","","",NA,"","","","",NA,NA,NA,"687","Hudon","1989","","No","10/27/21 11:50",""
7,66,7,66,66.1,1,"adult","Homarus americanus",7,7.1,1,"adult","Littorina saxatilis",-1,"No",1,"predation","6","Paper.database","EEP","literature review",NA,NA,"570.Mercaldo-Allen.1994.","",NA,NA,"","","","",NA,NA,NA,"570","Mercaldo-Allen","1994","","Yes","1/7/22 11:37",""
8,66,8,66,66.1,1,"adult","Homarus americanus",8,8.1,1,"adult","Littorina littorea",-1,"No",1,"predation","6","Paper.database","EEP","literature review",NA,NA,"570.Mercaldo-Allen.1994.","",NA,NA,"","","","",NA,NA,NA,"570","Mercaldo-Allen","1994","","Yes","1/7/22 11:37",""
18,66,18,66,66.1,1,"adult","Homarus americanus",18,18.1,1,"adult","Hemigrapsus sanguineus",-1,"No",1,"predation","3","Paper.Database","DHC","American lobster found to occasionally consume hemigrapsus sanguineus; hemigrapsus sanguineus found to eat Homarus americanus on occasion",NA,NA,"363.Baillie.2017.","rocky intertidal","",NA,"Collected from Harpswell, ME experiment conducted in Nahant, MA; Dorothy Cove","MA","Yes","experimental",NA,"2014; 2013",NA,"363","Baillie","2017","","No","12/13/2021 20:23:54; 12/13/2021 21:17:54",""
66,66,66,66,66.1,1,"adult","Homarus americanus",66,66.1,1,"adult","Homarus americanus",-1,"No",1,"predation","3","Globi; Paper.Database","DNM; JRR","NA; In Gulf of St Lawrence","57.48562488; NA","-105.2526868; NA","Elner, R.W. and A.C. Campbell. 1987. Natural diets of lobster <i>Homarus americanus</i> from barren ground and macroalgal habitats off southwestern Nova Scotia, Canada. Mar. Ecol. Prog. Ser. 37:131-140.; Palomares, M.L.D. and D. Pauly. Editors. 2018. SeaLifeBase. World Wide Web electronic publication. www.sealifebase.org, version (10/2018).; 687.Hudon.1989.","NA; ","NA; ",NA,"NA; ","NA; ","NA; ","NA; ",NA,NA,NA,"NA; 687","NA; Hudon","NA; 1989","NA; ","NA; No","6/29/22 14:00; 10/27/21 11:50","NA; "
87,66,87,66,66.1,1,"adult","Homarus americanus",87,87.1,1,"adult","Asterias forbesi",-1,"No",1,"predation","6","Paper.database","EEP","literature review",NA,NA,"570.Mercaldo-Allen.1994.","rocky intertidal",NA,NA,"","","","",NA,NA,NA,"570","Mercaldo-Allen","1994","","Yes","1/7/22 11:39",""
167,66,167,66,66.1,1,"adult","Homarus americanus",167,167.1,1,"adult","Detritus.carrion",-1,"No",1,"predation","3","Paper.Database; Paper.database","JRR; EEP","In Gulf of St Lawrence; literature review",NA,NA,"687.Hudon.1989.; 570.Mercaldo-Allen.1994.","; rocky intertidal","; NA",NA,"","","","",NA,NA,NA,"687; 570","Hudon; Mercaldo-Allen","1989; 1994","","No; Yes","10/27/21 11:50; 1/7/22 11:41",""
169,66,169,66,66.1,1,"adult","Homarus americanus",169,169.1,1,"adult","Detritus.drift.algae",-1,"No",1,"predation","3","Paper.Database; Paper.database","JRR; EEP","In Gulf of St Lawrence; literature review",NA,NA,"687.Hudon.1989.; 570.Mercaldo-Allen.1994.","; rocky intertidal","; NA",NA,"","","","",NA,NA,NA,"687; 570","Hudon; Mercaldo-Allen","1989; 1994","","No; Yes","10/27/21 11:50; 1/7/22 11:41",""
175,66,175,66,66.1,1,"adult","Homarus americanus",175,175.1,1,"adult","Foraminifera",-1,"No",1,"predation","3","Paper.Database","JRR","In Gulf of St Lawrance",NA,NA,"687.Hudon.1989.","subtidal","",NA,"Iles de la Madeleine","Quebec","No","observational","5","1985","3","687","Hudon","1989","","No","10/27/21 10:57","not mentioned"
179,66,179,66,66.1,1,"adult","Homarus americanus",179,179.1,1,"adult","Tubularia spp",-1,"No",1,"predation","6","Paper.database","EEP","literature review",NA,NA,"570.Mercaldo-Allen.1994.","rocky intertidal",NA,NA,"","","","",NA,NA,NA,"570","Mercaldo-Allen","1994","","Yes","1/7/22 11:41",""
18,70,18,70,70.1,1,"adult","Neovison vison",18,18.1,1,"adult","Hemigrapsus sanguineus",-1,"No",1,"predation","6","inferred by A Keyes",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,70,22,70,70.1,1,"adult","Neovison vison",22,22.1,1,"adult","Larus argentatus",-1,"No",1,"predation","4","inferred by D Morton","DNM","cited study not in GOM but shows the types of prey items that mink take in coastal marine habitats","","","https://doi.org/10.1016/j.mambio.2012.11.007","rocky intertidal","","","Tierra del Fuego","","No","observational","","","","","Valenzuela","2013","10.1016/j.mambio.2012.11.007","no","",""
71,70,71,70,70.1,1,"adult","Neovison vison",71,71.1,1,"adult","Calidris maritima",-1,"No",1,"predation","4","inferred by D Morton","DNM","cited study not in GOM but shows the types of prey items that mink take in coastal marine habitats","","","https://doi.org/10.1016/j.mambio.2012.11.007","rocky intertidal","","","Tierra del Fuego","","No","observational","","","","","Valenzuela","2013","10.1016/j.mambio.2012.11.007","no","",""
72,70,72,70,70.1,1,"adult","Neovison vison",72,72.1,1,"adult","Somateria mollissima",-1,"No",1,"predation","4","inferred by D Morton","DNM","cited study not in GOM but shows the types of prey items that mink take in coastal marine habitats","","","https://doi.org/10.1016/j.mambio.2012.11.007","rocky intertidal","","","Tierra del Fuego","","No","observational","","","","","Valenzuela","2013","10.1016/j.mambio.2012.11.007","no","",""
2,71,2,71,71.1,1,"adult","Calidris maritima",2,2.1,1,"adult","Semibalanus balanoides",-1,"No; Yes",1,"predation","3","Globi; Paper.Database","DNM; JRR","NA; interaction strength is the relative importance of the prey species","56.530392; 54.183333","-4.064436; 7.883333","Summers, R.W., S. Smith, M. Nicoll and N.K. Atkinson. 1990. Tidal and sexual differences in the diet of purple sandpipers <i>Calidris maritima</i> in Scotland. Bird Study 37(3):187-194.; Palomares, M.L.D. and D. Pauly. Editors. 2018. SeaLifeBase. World Wide Web electronic publication. www.sealifebase.org, version (10/2018).; 838.Dierschke.2009.10.1016/0077-7579(93)90050-3","NA; rocky intertidal","NA; ",NA,"NA; Helgoland","NA; Netherlands","NA; No","NA; observational","NA; 10","NA; 1990","NA; 7","NA; 838","NA; Dierschke","NA; 2009","NA; 10.1016/0077-7579(93)90050-3","NA; No","6/29/22 14:00; 11/19/2021 10:28:45","NA; not mentioned"
7,71,7,71,71.1,1,"adult","Calidris maritima",7,7.1,1,"adult","Littorina saxatilis",-1,"No; Yes",1,"predation; herbivory","3","Globi; Paper.Database","DNM; JRR; EEP","NA; Outside of study area; interaction strength is the relative importance of the prey species; ","57.48562488; 56.530392; NA; 54.183333","-105.2526868; -4.064436; NA; 7.883333","Mallory, M.L., M. F. Elderkin, N.C. Spencer, T.A. Betsch, A.C. Russell and P.L. Mills. 2016. Diet of <i>Calidris maritima</i> (Purple Sandpiper) during the Winter in Nova Scotia, Canada. Northeastern Naturalist 23(2):205-210.; Palomares, M.L.D. and D. Pauly. Editors. 2018. SeaLifeBase. World Wide Web electronic publication. www.sealifebase.org, version (10/2018).; Summers, R.W., S. Smith, M. Nicoll and N.K. Atkinson. 1990. Tidal and sexual differences in the diet of purple sandpipers <i>Calidris maritima</i> in Scotland. Bird Study 37(3):187-194.; Palomares, M.L.D. and D. Pauly. Editors. 2018. SeaLifeBase. World Wide Web electronic publication. www.sealifebase.org, version (10/2018).; 657.Summers.2009.10.1080/00063659009477056; 838.Dierschke.2009.10.1016/0077-7579(93)90050-3; 841.Mallory.2016.","NA; ; rocky intertidal","NA; ",NA,"NA; ; Helgoland; Acadia University, Wolfville","NA; Scotland; Netherlands; Nova Scotia","NA; No; Yes","NA; observational","NA; 10","NA; 1990; 2013","NA; 7","NA; 657; 838; 841","NA; Summers; Dierschke; Mallory","NA; 2009; 2016","NA; 10.1080/00063659009477056; 10.1016/0077-7579(93)90050-3; ","NA; No","6/29/22 14:00; 10/22/2021 10:14:57; 11/19/2021 10:04:07; 11/19/2021 10:31:03","NA; not mentioned; "
8,71,8,71,71.1,1,"adult","Calidris maritima",8,8.1,1,"adult","Littorina littorea",-1,"No; Yes",1,"predation; herbivory","3","Globi; Paper.Database","DNM; JRR; EEP","NA; Outside of study area; Interaction strength is the relative importance of the prey species; ","57.48562488; NA; 54.183333","-105.2526868; NA; 7.883333","Mallory, M.L., M. F. Elderkin, N.C. Spencer, T.A. Betsch, A.C. Russell and P.L. Mills. 2016. Diet of <i>Calidris maritima</i> (Purple Sandpiper) during the Winter in Nova Scotia, Canada. Northeastern Naturalist 23(2):205-210.; Palomares, M.L.D. and D. Pauly. Editors. 2018. SeaLifeBase. World Wide Web electronic publication. www.sealifebase.org, version (10/2018).; 657.Summers.2009.10.1080/00063659009477056; 838.Dierschke .1990.10.1016/0077-7579(93)90050-3; 841.Mallory.2016.","NA; ; rocky intertidal","NA; ",NA,"NA; ; Helgoland; o Acadia University, Wolfville","NA; Scotland; Netherlands; Nova Scotia","NA; No; Yes","NA; observational","NA; 10","NA; 1990; 2013","NA; 7","NA; 657; 838; 841","NA; Summers; Dierschke ; Mallory","NA; 2009; 1990; 2016","NA; 10.1080/00063659009477056; 10.1016/0077-7579(93)90050-3; ","NA; No","6/29/22 14:00; 10/22/2021 9:58:56; 11/19/2021 10:06:29; 11/19/2021 10:27:31","NA; not mentioned; "
18,71,18,71,71.1,1,"adult","Calidris maritima",18,18.1,1,"adult","Hemigrapsus sanguineus",-1,"No",1,"predation","6","inferred by D Morton","DNM","","NA; 54.183333","NA; 7.883333","657.Summers.2009.10.1080/00063659009477056; 838.Dierschke.2009.10.1016/0077-7579(93)90050-3","; rocky intertidal","",NA,"; Helgoland","Scotland; Netherlands","No","observational","NA; 10","NA; 1990","NA; 7","657; 838","Summers; Dierschke","2009","10.1080/00063659009477056; 10.1016/0077-7579(93)90050-3","No","10/22/2021 10:24:50; 11/19/2021 10:21:54","not mentioned; wave protected"
24,71,24,71,71.1,1,"adult","Calidris maritima",24,24.1,1,"adult","Anurida maritima",-1,"No",1,"predation","3","Globi","DNM",NA,NA,NA,"V.S. Summerhayes. (1928). North-East Land and Hinlopen Strait. Journal of Ecology. 16(2), pp. 201-212.; Global Web Database (http://globalwebdb.com): an online collection of food webs. Accessed via https://www.globalwebdb.com/Service/DownloadArchive on 2017-10-12.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6/29/22 14:00",NA
52,71,52,71,71.1,1,"adult","Calidris maritima",52,52.1,1,"adult","Ulva lactuca",-1,"No",1,"herbivory","6","Paper.Database","JRR","interaction strength is the relative importance of the prey species",NA,NA,"838.Dierschke.2009.10.1016/0077-7579(93)90050-3","","",NA,"","","","",NA,NA,NA,"838","Dierschke","2009","10.1016/0077-7579(93)90050-3","No","11/19/21 10:36",""
2,72,2,72,72.1,1,"adult","Somateria mollissima",2,2.1,1,"adult","Semibalanus balanoides",-1,"No",1,"predation","3","Globi","DNM",NA,"54.97","8.5","NA; David W. Thieltges, Karsten Reise, Kim N. Mouritsen, John P. McLaughlin, and Robert Poulin. 2011. Food web including metazoan parasites for a tidal basin in Germany and Denmark. Ecology 92:2005. https://doi.org/10.1890/11-0351.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6/29/22 14:00",NA
7,72,7,72,72.1,1,"adult","Somateria mollissima",7,7.1,1,"adult","Littorina saxatilis",-1,"No",1,"predation","3","Globi","DNM",NA,NA,NA,"Cantin, M., J. Bedard, and H. Milne. 1974. The food and feeding of common eiders in the St. Lawrence estuary in summer. Canadian Journal of Zoology 52:319-334.; Allen Hurlbert. 2017. Avian Diet Database.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6/29/22 14:00",NA
8,72,8,72,72.1,1,"adult","Somateria mollissima",8,8.1,1,"adult","Littorina littorea",-1,"No",1,"predation","3","Globi; Paper.Database","DNM; AAK","NA; outside of study area; juvenile bird diet","54.97; 57.33845; NA","8.5; -2.001119; NA","NA; David W. Thieltges, Karsten Reise, Kim N. Mouritsen, John P. McLaughlin, and Robert Poulin. 2011. Food web including metazoan parasites for a tidal basin in Germany and Denmark. Ecology 92:2005. https://doi.org/10.1890/11-0351.1; Cattin Blandenier (2004); Brose, U. (2018). GlobAL daTabasE of traits and food Web Architecture (GATEWAy) version 1.0 [Data set]. German Centre for Integrative Biodiversity Research (iDiv) Halle-Jena-Leipzig. https://doi.org/10.25829/IDIV.283-3-756; Nehls, G. 1989. Occurrence and food consumption of the common eider, <i>Somateria mollissima</i>, in the Wadden Sea of Schleswig-Holstein. Helgolander Meeresunters. 43:385-393.; Palomares, M.L.D. and D. Pauly. Editors. 2018. SeaLifeBase. World Wide Web electronic publication. www.sealifebase.org, version (10/2018).; 679.Nystrom.2008.10.1093/auk/108.2.250","NA; ","NA; ",NA,"NA; Skagerrak","NA; Sweden","NA; No","NA; observational",NA,NA,NA,"NA; 679","NA; Nystrom","NA; 2008","NA; 10.1093/auk/108.2.250","NA; No","6/29/22 14:00; 10/25/2021 9:43:55","NA; not mentioned"
2,87,2,87,87.1,1,"adult","Asterias forbesi",2,2.1,1,"adult","Semibalanus balanoides",-1,"No",1,"predation","3","Globi","DNM",NA,"37.492083","-76.13132","Cattin Blandenier (2004); Brose, U. (2018). GlobAL daTabasE of traits and food Web Architecture (GATEWAy) version 1.0 [Data set]. German Centre for Integrative Biodiversity Research (iDiv) Halle-Jena-Leipzig. https://doi.org/10.25829/IDIV.283-3-756",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6/29/22 14:00",NA
7,87,7,87,87.1,1,"adult","Asterias forbesi",7,7.1,1,"adult","Littorina saxatilis",-1,"No",1,"predation","10","in literature, added by D Morton","DNM","paper found through additional review. Mostly subtidal study but conducted in New England. ","","","https://link.springer.com/content/pdf/10.1007/BF00377430.pdf","intertidal, subtidal","low","","Outer Brewster Island","MA","No","observational","","1975","","","Menge","1979","10.1007/BF00377430","Yes","",""
8,87,8,87,87.1,1,"adult","Asterias forbesi",8,8.1,1,"adult","Littorina littorea",-1,"No",1,"predation","3","in literature, added by D Morton","DNM","paper found through additional review. Mostly subtidal study but conducted in New England. ","","","https://link.springer.com/content/pdf/10.1007/BF00377430.pdf","intertidal, subtidal","low","","Outer Brewster Island","MA","No","observational","","1975","","","Menge","1979","10.1007/BF00377430","Yes","",""
167,87,167,87,87.1,1,"adult","Asterias forbesi",167,167.1,1,"adult","Detritus.carrion",-1,"No",1,"predation","3","in literature, added by D Morton","DNM","paper found through additional review. Mostly subtidal study but conducted in New England. ","","","https://link.springer.com/content/pdf/10.1007/BF00377430.pdf","intertidal, subtidal","low","","Outer Brewster Island","MA","No","observational","","1975","","","Menge","1979","10.1007/BF00377430","Yes","",""
18,116,18,116,116.1,1,"adult","Ardea herodias",18,18.1,1,"adult","Hemigrapsus sanguineus",-1,"No",1,"predation","4","in literature, added by D Morton","DNM","","","","Klassen, G. and A. Locke. 2007. A biological synopsis of the European green crab, Carcinus maenas. Can. Manuscr. Rep. Fish. Aquat. Sci. no. 2818: vii+75pp. ","","","","","","","observational","","","","","Klassen","2007","https://www.researchgate.net/profile/Andrea-Locke/publication/242230097_A_Biological_Synopsis_of_the_European_Green_Crab_Carcinus_maenas/links/53f3cdf20cf256ab87b73c8c/A-Biological-Synopsis-of-the-European-Green-Crab-Carcinus-maenas.pdf","","",""
20,116,20,116,116.1,1,"adult","Ardea herodias",20,20.1,1,"adult","Tautogolabrus adspersus",-1,"No",1,"predation","6","in literature, added by D Morton","DNM","review book. Many observations of feeding on various tide pool fishes in internet searches as well","","","Butler, R. W. (1997). Great blue heron. UBC Press.","","","","","","","observational","","","","","Butler","1997","978-0-7748-0634-3","","",""
116,116,116,116,116.1,1,"adult","Ardea herodias",116,116.1,1,"adult","Ardea herodias",-1,"No",1,"predation; NA","3","Globi","DNM",NA,"41.63026358; 49.0149595; NA","-83.18894863; -123.0407374; NA","Bill Lupardus. 2017. Ardea herodias interaction->preyed on Ardea herodias. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/6498701> on 25 Jun 2022.; http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.; Terry Carr. 2021. Ardea herodias predator taxon Ardea herodias. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/79039458> on 25 Jun 2022.; http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.; associations_all_revised.txt; A. Thessen. 2014. Species associations extracted from EOL text data objects via text mining.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6/29/22 14:00",NA
154,116,154,116,116.1,1,"adult","Ardea herodias",154,154.1,1,"adult","Myoxocephalus octodecemspinosus",-1,"No",1,"predation","6","in literature, added by D Morton","DNM","review book. Many observations of feeding on various tide pool fishes in internet searches as well","","","Butler, R. W. (1997). Great blue heron. UBC Press.","","","","","","","observational","","","","","Butler","1997","978-0-7748-0634-3","","",""
155,116,155,116,116.1,1,"adult","Ardea herodias",155,155.1,1,"adult","Myoxocephalus scorpius",-1,"No",1,"predation","6","in literature, added by D Morton","DNM","review book. Many observations of feeding on various tide pool fishes in internet searches as well","","","Butler, R. W. (1997). Great blue heron. UBC Press.","","","","","","","observational","","","","","Butler","1997","978-0-7748-0634-3","","",""
156,116,156,116,116.1,1,"adult","Ardea herodias",156,156.2,2,"juvenile","Pollachius virens",-1,"No",1,"predation","4","inferred by D Morton","DNM","review book. Many observations of feeding on various tide pool fishes in internet searches as well","","","Butler, R. W. (1997). Great blue heron. UBC Press.","","","","","","","observational","","","","","Butler","1997","978-0-7748-0634-3","","",""
157,116,157,116,116.1,1,"adult","Ardea herodias",157,157.1,1,"adult","Tautoga onitis",-1,"No",1,"predation","6","in literature, added by D Morton","DNM","review book. Many observations of feeding on various tide pool fishes in internet searches as well","","","Butler, R. W. (1997). Great blue heron. UBC Press.","","","","","","","observational","","","","","Butler","1997","978-0-7748-0634-3","","",""
160,116,160,116,116.1,1,"adult","Ardea herodias",160,160.1,1,"adult","Gasterosteus aculeatus",-1,"No",1,"predation","6","in literature, added by D Morton","DNM","review book. Many observations of feeding on various tide pool fishes in internet searches as well","","","Butler, R. W. (1997). Great blue heron. UBC Press.","","","","","","","observational","","","","","Butler","1997","978-0-7748-0634-3","","",""
163,116,163,116,116.1,1,"adult","Ardea herodias",163,163.1,1,"adult","Myoxocephalus aenaeus",-1,"No",1,"predation","6","in literature, added by D Morton","DNM","review book. Many observations of feeding on various tide pool fishes in internet searches as well","","","Butler, R. W. (1997). Great blue heron. UBC Press.","","","","","","","observational","","","","","Butler","1997","978-0-7748-0634-3","","",""
7,117,7,117,117.1,1,"adult","Phalacrocorax auritus",7,7.1,1,"adult","Littorina saxatilis",-1,"No",1,"predation","3","Globi","DNM",NA,NA,NA,"Blackwell, B. F., W. B. Krohn, N. R. Dube, and A. J. Godin. 1997. Spring prey use by double-crested cormorants on the Penobscot River, Maine, USA. Waterbird Soc. 20:77-86.; Allen Hurlbert. 2017. Avian Diet Database.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6/29/22 14:00",NA
8,117,8,117,117.1,1,"adult","Phalacrocorax auritus",8,8.1,1,"adult","Littorina littorea",-1,"No",1,"predation","3","Globi","DNM",NA,NA,NA,"Blackwell, B. F., W. B. Krohn, N. R. Dube, and A. J. Godin. 1997. Spring prey use by double-crested cormorants on the Penobscot River, Maine, USA. Waterbird Soc. 20:77-86.; Allen Hurlbert. 2017. Avian Diet Database.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6/29/22 14:00",NA
20,117,20,117,117.1,1,"adult","Phalacrocorax auritus",20,20.1,1,"adult","Tautogolabrus adspersus",-1,"No",1,"predation","3","Globi; Paper.Database","DNM; JRR; AAK","NA; ","NA; 43","NA; 70.583333","Blackwell, B. F., W. B. Krohn, N. R. Dube, and A. J. Godin. 1997. Spring prey use by double-crested cormorants on the Penobscot River, Maine, USA. Waterbird Soc. 20:77-86.; Allen Hurlbert. 2017. Avian Diet Database.; Blackwell, B. F., W. B. Krohn, and R. B. Allen. 1995. Foods of nestling Double-crested Cormorants in Penobscot Bay, Maine, U.S.A.: temporal and spatial comparisons. Colon. Waterbirds 18(Spec. Publ. 1):199-208.; Allen Hurlbert. 2017. Avian Diet Database.; Pilon, C., J. Burton and R. McNeil. 1983. Summer food of the Great and Double-crested Cormorants on the Magdalen Islands, Quebec. Ca. J. Zool. 61:2733-2739.; Allen Hurlbert. 2017. Avian Diet Database.; Ross, R. K. 1974. A comparison of the feeding and nesting requirements of the Great Cormorant (Phalacrocorax carbo L.) and Double-Crested Cormorant (P. auritus Lesson) in Nova Scotia. Proc. N.S. Inst. Sci. 27:114-132.; Allen Hurlbert. 2017. Avian Diet Database.; 663.Blackwell.1995.; 664.Blackwell.1995.10.3354/meps123001; 670.Dunn.1975.10.2307/4084609","NA; ","NA; ",NA,"NA; Penobscot Bay; Penebscot; Duck Island","NA; ME; NH","NA; No","NA; observational","NA; 6; 7","NA; 1993; 1972","NA; 2","NA; 663; 664; 670","NA; Blackwell; Dunn","NA; 1995; 1975","NA; ; 10.3354/meps123001; 10.2307/4084609","NA; No; Yes","6/29/22 14:00; 10/22/2021 11:08:30; 10/22/2021 14:59:17; 10/25/2021 9:01:59","NA; not mentioned"
66,117,66,117,117.1,1,"adult","Phalacrocorax auritus",66,66.1,1,"adult","Homarus americanus",-1,"No",1,"predation","3","Globi","DNM",NA,NA,NA,"Blackwell, B. F., W. B. Krohn, and R. B. Allen. 1995. Foods of nestling Double-crested Cormorants in Penobscot Bay, Maine, U.S.A.: temporal and spatial comparisons. Colon. Waterbirds 18(Spec. Publ. 1):199-208.; Allen Hurlbert. 2017. Avian Diet Database.; Blackwell, B. F., W. B. Krohn, N. R. Dube, and A. J. Godin. 1997. Spring prey use by double-crested cormorants on the Penobscot River, Maine, USA. Waterbird Soc. 20:77-86.; Allen Hurlbert. 2017. Avian Diet Database.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6/29/22 14:00",NA
